Time,x,y,z
10 Oct 2022 04:00:01.000000000,-4688.547733743634,564.3988271890717,5369.895260829121
10 Oct 2022 04:00:02.000000000,-4694.182464936795,563.8868473896865,5365.024101457589
10 Oct 2022 04:00:03.000000000,-4699.812079342584,563.3742529384182,5360.147094062964
10 Oct 2022 04:00:04.000000000,-4705.436570824615,562.8610443934797,5355.264243961315
10 Oct 2022 04:00:05.000000000,-4711.055933251979,562.3472223149138,5350.375556475081
10 Oct 2022 04:00:06.000000000,-4716.670160499482,561.8327872621702,5345.481036933065
10 Oct 2022 04:00:07.000000000,-4722.279246447407,561.3177397965233,5340.580690670429
10 Oct 2022 04:00:08.000000000,-4727.883184981714,560.8020804791796,5335.674523028684
10 Oct 2022 04:00:09.000000000,-4733.481969993976,560.2858098721134,5330.762539355688
10 Oct 2022 04:00:10.000000000,-4739.075595381335,559.7689285382882,5325.844745005636
10 Oct 2022 04:00:11.000000000,-4744.6640550466,559.2514370410106,5320.921145339059
10 Oct 2022 04:00:12.000000000,-4750.24734289821,558.7333359442563,5315.991745722813
10 Oct 2022 04:00:13.000000000,-4755.825452850201,558.21462581298,5311.056551530083
10 Oct 2022 04:00:14.000000000,-4761.3983788222995,557.6953072124866,5306.115568140365
10 Oct 2022 04:00:15.000000000,-4766.96611473987,557.1753807087373,5301.168800939462
10 Oct 2022 04:00:16.000000000,-4772.528654533905,556.6548468686832,5296.2162553194885
10 Oct 2022 04:00:17.000000000,-4778.08599214111,556.1337062595037,5291.257936678856
10 Oct 2022 04:00:18.000000000,-4783.638121503805,555.6119594494728,5286.293850422266
10 Oct 2022 04:00:19.000000000,-4789.185036570048,555.0896070070936,5281.324001960706
10 Oct 2022 04:00:20.000000000,-4794.726731293523,554.5666495019574,5276.348396711453
10 Oct 2022 04:00:21.000000000,-4800.263199633641,554.0430875039957,5271.367040098045
10 Oct 2022 04:00:22.000000000,-4805.794435555503,553.5189215839073,5266.379937550303
10 Oct 2022 04:00:23.000000000,-4811.320433029923,552.9941523129384,5261.3870945043045
10 Oct 2022 04:00:24.000000000,-4816.8411860333845,552.4687802633176,5256.388516402382
10 Oct 2022 04:00:25.000000000,-4822.356688548158,551.9428060073907,5251.384208693126
10 Oct 2022 04:00:26.000000000,-4827.866934562128,551.4162301190255,5246.374176831367
10 Oct 2022 04:00:27.000000000,-4833.37191806905,550.8890531715529,5241.358426278177
10 Oct 2022 04:00:28.000000000,-4838.871633068272,550.3612757402622,5236.336962500863
10 Oct 2022 04:00:29.000000000,-4844.366073565009,549.8328983998995,5231.309790972953
10 Oct 2022 04:00:30.000000000,-4849.85523357014,549.3039217267402,5226.276917174206
10 Oct 2022 04:00:31.000000000,-4855.339107100352,548.7743462971655,5221.238346590593
10 Oct 2022 04:00:32.000000000,-4860.817688178047,548.2441726886425,5216.1940847142905
10 Oct 2022 04:00:33.000000000,-4866.290970831449,547.7134014788593,5211.144137043684
10 Oct 2022 04:00:34.000000000,-4871.758949094505,547.1820332465886,5206.088509083354
10 Oct 2022 04:00:35.000000000,-4877.2216170069905,546.6500685708186,5201.0272063440725
10 Oct 2022 04:00:36.000000000,-4882.678968614427,546.1175080316201,5195.9602343428005
10 Oct 2022 04:00:37.000000000,-4888.130997968173,545.5843522092827,5190.887598602676
10 Oct 2022 04:00:38.000000000,-4893.577699125349,545.0506016851821,5185.8093046530075
10 Oct 2022 04:00:39.000000000,-4899.019066148905,544.5162570410089,5180.7253580292745
10 Oct 2022 04:00:40.000000000,-4904.45509310761,543.9813188592129,5175.635764273122
10 Oct 2022 04:00:41.000000000,-4909.885774076052,543.4457877227807,5170.540528932342
10 Oct 2022 04:00:42.000000000,-4915.311103134623,542.9096642156802,5165.439657560885
10 Oct 2022 04:00:43.000000000,-4920.731074369594,542.3729489219663,5160.333155718838
10 Oct 2022 04:00:44.000000000,-4926.145681872994,541.8356424272263,5155.221028972427
10 Oct 2022 04:00:45.000000000,-4931.554919742823,541.2977453164751,5150.103282894011
10 Oct 2022 04:00:46.000000000,-4936.9587820827865,540.7592581766986,5144.97992306207
10 Oct 2022 04:00:47.000000000,-4942.357263002596,540.2201815943131,5139.850955061216
10 Oct 2022 04:00:48.000000000,-4947.7503566177165,539.6805161572544,5134.716384482155
10 Oct 2022 04:00:49.000000000,-4953.138057049555,539.1402624535534,5129.576216921712
10 Oct 2022 04:00:50.000000000,-4958.520358425336,538.5994210724331,5124.430457982811
10 Oct 2022 04:00:51.000000000,-4963.897254878258,538.0579926028703,5119.27911327447
10 Oct 2022 04:00:52.000000000,-4969.268740547291,537.515977635705,5114.122188411796
10 Oct 2022 04:00:53.000000000,-4974.634809577416,536.9733767613011,5108.959689015978
10 Oct 2022 04:00:54.000000000,-4979.995456119477,536.4301905709996,5103.791620714281
10 Oct 2022 04:00:55.000000000,-4985.3506743301705,535.886419657443,5098.617989140042
10 Oct 2022 04:00:56.000000000,-4990.700458372228,535.3420646126899,5093.438799932661
10 Oct 2022 04:00:57.000000000,-4996.04480241417,534.7971260307712,5088.254058737592
10 Oct 2022 04:00:58.000000000,-5001.383700630574,534.2516045051235,5083.06377120635
10 Oct 2022 04:00:59.000000000,-5006.717147201858,533.7055006307202,5077.86794299649
10 Oct 2022 04:01:00.000000000,-5012.045136314445,533.158815002602,5072.666579771602
