Time,x,y,z
10 Oct 2022 04:00:01.000000000,-1153.1936042536213,-517.8658589693082,7038.377686883713
10 Oct 2022 04:00:02.000000000,-1156.7905189980204,-524.3204432793316,7037.309483596387
10 Oct 2022 04:00:03.000000000,-1160.386172809121,-530.7744560656687,7036.233609449132
10 Oct 2022 04:00:04.000000000,-1163.9805617674995,-537.2278902934023,7035.150065614686
10 Oct 2022 04:00:05.000000000,-1167.5736819552476,-543.6807389279547,7034.058853274133
10 Oct 2022 04:00:06.000000000,-1171.165529455693,-550.1329949357022,7032.9599736169275
10 Oct 2022 04:00:07.000000000,-1174.7561003536844,-556.5846512833766,7031.853427840879
10 Oct 2022 04:00:08.000000000,-1178.3453907353762,-563.0357009385475,7030.739217152155
10 Oct 2022 04:00:09.000000000,-1181.9333966883319,-569.4861368694234,7029.617342765274
10 Oct 2022 04:00:10.000000000,-1185.520114301552,-575.9359520447978,7028.487805903107
10 Oct 2022 04:00:11.000000000,-1189.1055396654033,-582.3851394342237,7027.350607796882
10 Oct 2022 04:00:12.000000000,-1192.6896688716602,-588.8336920079352,7026.205749686176
10 Oct 2022 04:00:13.000000000,-1196.2724980135517,-595.281602736782,7025.053232818917
10 Oct 2022 04:00:14.000000000,-1199.8540231856816,-601.7288645923893,7023.893058451381
10 Oct 2022 04:00:15.000000000,-1203.434240484076,-608.175470547095,7022.725227848184
10 Oct 2022 04:00:16.000000000,-1207.0131460062275,-614.6214135738659,7021.549742282297
10 Oct 2022 04:00:17.000000000,-1210.5907358510042,-621.066686646503,7020.366603035032
10 Oct 2022 04:00:18.000000000,-1214.1670061187617,-627.5112827394272,7019.175811396046
10 Oct 2022 04:00:19.000000000,-1217.74195291124,-633.9551948279071,7017.977368663325
10 Oct 2022 04:00:20.000000000,-1221.3155723316784,-640.3984158878487,7016.771276143215
10 Oct 2022 04:00:21.000000000,-1224.8878604847189,-646.8409388959908,7015.557535150382
10 Oct 2022 04:00:22.000000000,-1228.458813476469,-653.2827568298072,7014.336147007843
10 Oct 2022 04:00:23.000000000,-1232.0284274144797,-659.723862667568,7013.107113046938
10 Oct 2022 04:00:24.000000000,-1235.5966984078018,-666.1642493882359,7011.870434607355
10 Oct 2022 04:00:25.000000000,-1239.1636225668776,-672.6039099716969,7010.626113037103
10 Oct 2022 04:00:26.000000000,-1242.7291960037378,-679.0428373984038,7009.374149692524
10 Oct 2022 04:00:27.000000000,-1246.2934148317188,-685.4810246499198,7008.114545938299
10 Oct 2022 04:00:28.000000000,-1249.8562751658162,-691.9184647082743,7006.847303147428
10 Oct 2022 04:00:29.000000000,-1253.4177731223374,-698.3551505566238,7005.572422701233
10 Oct 2022 04:00:30.000000000,-1256.9779048192001,-704.7910751787184,7004.289905989382
10 Oct 2022 04:00:31.000000000,-1260.5366663757304,-711.2262315592817,7002.999754409844
10 Oct 2022 04:00:32.000000000,-1264.0940539128126,-717.6606126837603,7001.70196936892
10 Oct 2022 04:00:33.000000000,-1267.6500635527657,-724.0942115385582,7000.396552281235
10 Oct 2022 04:00:34.000000000,-1271.2046914194743,-730.5270211108201,6999.083504569729
10 Oct 2022 04:00:35.000000000,-1274.757933638263,-736.9590343886659,6997.762827665653
10 Oct 2022 04:00:36.000000000,-1278.3097863360344,-743.3902443609682,6996.43452300859
10 Oct 2022 04:00:37.000000000,-1281.8602456411381,-749.820644017588,6995.098592046424
10 Oct 2022 04:00:38.000000000,-1285.4093076835102,-756.2502263491556,6993.755036235359
10 Oct 2022 04:00:39.000000000,-1288.9569685945585,-762.6789843472802,6992.4038570399025
10 Oct 2022 04:00:40.000000000,-1292.5032245072368,-769.1069110044398,6991.045055932882
10 Oct 2022 04:00:41.000000000,-1296.0480715560107,-775.5339993140487,6989.678634395424
10 Oct 2022 04:00:42.000000000,-1299.5915058769356,-781.9602422703426,6988.304593916971
10 Oct 2022 04:00:43.000000000,-1303.1335236075167,-788.3856328686323,6986.922935995255
10 Oct 2022 04:00:44.000000000,-1306.6741208869478,-794.8101641049179,6985.53366213633
10 Oct 2022 04:00:45.000000000,-1310.2132938557738,-801.2338289764618,6984.1367738545405
10 Oct 2022 04:00:46.000000000,-1313.7510386563056,-807.6566204811162,6982.732272672529
10 Oct 2022 04:00:47.000000000,-1317.287351432217,-814.0785316180104,6981.320160121247
10 Oct 2022 04:00:48.000000000,-1320.8222283288817,-820.4995553869953,6979.900437739929
10 Oct 2022 04:00:49.000000000,-1324.3556654931535,-826.9196847890405,6978.473107076115
10 Oct 2022 04:00:50.000000000,-1327.8876590735429,-833.3389128259395,6977.038169685634
10 Oct 2022 04:00:51.000000000,-1331.4182052199862,-839.7572325007068,6975.595627132605
10 Oct 2022 04:00:52.000000000,-1334.9473000842065,-846.1746368170187,6974.14548098944
10 Oct 2022 04:00:53.000000000,-1338.4749398193173,-852.5911187798499,6972.687732836842
10 Oct 2022 04:00:54.000000000,-1342.0011205800747,-859.0066713950887,6971.222384263792
10 Oct 2022 04:00:55.000000000,-1345.5258385229415,-865.4212876694565,6969.749436867558
10 Oct 2022 04:00:56.000000000,-1349.0490898057635,-871.8349606110273,6968.268892253699
10 Oct 2022 04:00:57.000000000,-1352.5708705882162,-878.2476832285404,6966.780752036046
10 Oct 2022 04:00:58.000000000,-1356.0911770313649,-884.6594485321042,6965.28501783671
10 Oct 2022 04:00:59.000000000,-1359.6100052980387,-891.0702495326291,6963.781691286086
10 Oct 2022 04:01:00.000000000,-1363.1273515525775,-897.4800792422253,6962.27077402284
