Time,x,y,z
10 Oct 2022 04:00:01.000000000,-3246.589080104446,-6045.93449792273,-2010.7551794722294
10 Oct 2022 04:00:02.000000000,-3244.8835972889656,-6044.477408259807,-2017.8761857660775
10 Oct 2022 04:00:03.000000000,-3243.1745774618353,-6043.0137299509415,-2024.9949925196588
10 Oct 2022 04:00:04.000000000,-3241.462022485251,-6041.543464591945,-2032.1115919732817
10 Oct 2022 04:00:05.000000000,-3239.745934226759,-6040.066613785019,-2039.225976369655
10 Oct 2022 04:00:06.000000000,-3238.0263145561316,-6038.5831791404,-2046.3381379539073
10 Oct 2022 04:00:07.000000000,-3236.303165348475,-6037.093162274715,-2053.448068973586
10 Oct 2022 04:00:08.000000000,-3234.5764884817995,-6035.596564812265,-2060.555761678672
10 Oct 2022 04:00:09.000000000,-3232.846285838096,-6034.09338838445,-2067.6612083215878
10 Oct 2022 04:00:10.000000000,-3231.1125593036027,-6032.583634629639,-2074.7644011572
10 Oct 2022 04:00:11.000000000,-3229.375310767992,-6031.06730519357,-2081.8653324428346
10 Oct 2022 04:00:12.000000000,-3227.63454212478,-6029.5444017291575,-2088.9639944382816
10 Oct 2022 04:00:13.000000000,-3225.8902552717204,-6028.014925896264,-2096.060379405807
10 Oct 2022 04:00:14.000000000,-3224.14245211,-6026.478879362133,-2103.1544796101557
10 Oct 2022 04:00:15.000000000,-3222.3911345446363,-6024.936263801166,-2110.2462873185636
10 Oct 2022 04:00:16.000000000,-3220.6363044848836,-6023.387080894715,-2117.335794800767
10 Oct 2022 04:00:17.000000000,-3218.8779638432848,-6021.831332331577,-2124.422994329009
10 Oct 2022 04:00:18.000000000,-3217.1161145367487,-6020.269019807413,-2131.5078781780476
10 Oct 2022 04:00:19.000000000,-3215.3507584854697,-6018.700145025333,-2138.590438625166
10 Oct 2022 04:00:20.000000000,-3213.5818976140035,-6017.1247096953075,-2145.6706679501785
10 Oct 2022 04:00:21.000000000,-3211.8095338503203,-6015.542715534679,-2152.748558435442
10 Oct 2022 04:00:22.000000000,-3210.0336691263474,-6013.954164267859,-2159.824102365864
10 Oct 2022 04:00:23.000000000,-3208.2543053776944,-6012.35905762649,-2166.897292028905
10 Oct 2022 04:00:24.000000000,-3206.4714445441805,-6010.757397349136,-2173.968119714597
10 Oct 2022 04:00:25.000000000,-3204.6850885687713,-6009.149185181864,-2181.036577715542
10 Oct 2022 04:00:26.000000000,-3202.895239399317,-6007.534422877312,-2188.1026583269286
10 Oct 2022 04:00:27.000000000,-3201.101898985993,-6005.913112196046,-2195.1663538465364
10 Oct 2022 04:00:28.000000000,-3199.3050692843995,-6004.285254904906,-2202.2276565747425
10 Oct 2022 04:00:29.000000000,-3197.5047522524515,-6002.650852778663,-2209.2865588145355
10 Oct 2022 04:00:30.000000000,-3195.7009498529546,-6001.0099075986445,-2216.3430528715153
10 Oct 2022 04:00:31.000000000,-3193.8936640518314,-5999.362421153667,-2223.3971310539155
10 Oct 2022 04:00:32.000000000,-3192.08289681934,-5997.708395239396,-2230.4487856725927
10 Oct 2022 04:00:33.000000000,-3190.268650128998,-5996.047831658902,-2237.498009041054
10 Oct 2022 04:00:34.000000000,-3188.4509259586553,-5994.380732222108,-2244.5447934754507
10 Oct 2022 04:00:35.000000000,-3186.6297262894095,-5992.707098746337,-2251.589131294595
10 Oct 2022 04:00:36.000000000,-3184.8050531066865,-5991.026933055756,-2258.6310148199686
10 Oct 2022 04:00:37.000000000,-3182.976908399162,-5989.340236981931,-2265.670436375723
10 Oct 2022 04:00:38.000000000,-3181.1452941598345,-5987.647012363265,-2272.7073882886966
10 Oct 2022 04:00:39.000000000,-3179.3102123850763,-5985.947261045491,-2279.7418628884184
10 Oct 2022 04:00:40.000000000,-3177.471665075179,-5984.240984881382,-2286.7738525071213
10 Oct 2022 04:00:41.000000000,-3175.629654234071,-5982.528185730904,-2293.8033494797432
10 Oct 2022 04:00:42.000000000,-3173.7841818698707,-5980.808865460908,-2300.830346143938
10 Oct 2022 04:00:43.000000000,-3171.9352499937845,-5979.083025945707,-2307.85483484009
10 Oct 2022 04:00:44.000000000,-3170.0828606218715,-5977.350669066172,-2314.87680791131
10 Oct 2022 04:00:45.000000000,-3168.227015772483,-5975.611796711032,-2321.8962577034604
10 Oct 2022 04:00:46.000000000,-3166.367717469341,-5973.866410775289,-2328.9131765651437
10 Oct 2022 04:00:47.000000000,-3164.50496773847,-5972.114513161812,-2335.9275568477324
10 Oct 2022 04:00:48.000000000,-3162.63876861071,-5970.356105780005,-2342.939390905354
10 Oct 2022 04:00:49.000000000,-3160.7691221200084,-5968.591190546723,-2349.948671094921
10 Oct 2022 04:00:50.000000000,-3158.8960303047297,-5966.819769385557,-2356.9553897761243
10 Oct 2022 04:00:51.000000000,-3157.019495205926,-5965.041844227758,-2363.959539311451
10 Oct 2022 04:00:52.000000000,-3155.139518869876,-5963.2574170108965,-2370.9611120661834
10 Oct 2022 04:00:53.000000000,-3153.256103345269,-5961.466489680322,-2377.9601004084184
10 Oct 2022 04:00:54.000000000,-3151.369250684946,-5959.669064188264,-2384.956496709067
10 Oct 2022 04:00:55.000000000,-3149.478962946297,-5957.865142493619,-2391.9502933418626
10 Oct 2022 04:00:56.000000000,-3147.5852421889867,-5956.054726563127,-2398.9414826833795
10 Oct 2022 04:00:57.000000000,-3145.6880904780232,-5954.237818369774,-2405.9300571130275
10 Oct 2022 04:00:58.000000000,-3143.7875098806826,-5952.414419894389,-2412.91600901307
10 Oct 2022 04:00:59.000000000,-3141.883502469058,-5950.584533124315,-2419.8993307686283
10 Oct 2022 04:01:00.000000000,-3139.9760703182938,-5948.7481600543215,-2426.8800147676893
