Time,x,y,z
10 Oct 2022 04:00:01.000000000,-2833.0568068404186,-3778.202982503217,5369.895003835641
10 Oct 2022 04:00:02.000000000,-2835.430785634093,-3783.3387918962544,5365.023843899616
10 Oct 2022 04:00:03.000000000,-2837.801673730788,-3788.4704773463386,5360.14683594078
10 Oct 2022 04:00:04.000000000,-2840.1694685457373,-3793.598033260114,5355.2639852752
10 Oct 2022 04:00:05.000000000,-2842.5341674984943,-3798.721454048025,5350.375297225317
10 Oct 2022 04:00:06.000000000,-2844.895768010964,-3803.8407341257803,5345.480777119936
10 Oct 2022 04:00:07.000000000,-2847.254267509358,-3808.95586791291,5340.580430294217
10 Oct 2022 04:00:08.000000000,-2849.609663422679,-3814.0668498339005,5335.674262089673
10 Oct 2022 04:00:09.000000000,-2851.9619531833973,-3819.17367431771,5330.762277854164
10 Oct 2022 04:00:10.000000000,-2854.311134227621,-3824.276335797631,5325.84448294188
10 Oct 2022 04:00:11.000000000,-2856.657203994594,-3829.3748287116864,5320.920882713361
10 Oct 2022 04:00:12.000000000,-2859.000159926952,-3834.469147502443,5315.991482535458
10 Oct 2022 04:00:13.000000000,-2861.339999470977,-3839.5592866168276,5311.056287781358
10 Oct 2022 04:00:14.000000000,-2863.6767200760974,-3844.6452405065106,5306.115303830557
10 Oct 2022 04:00:15.000000000,-2866.0103191951366,-3849.72700362773,5301.168536068859
10 Oct 2022 04:00:16.000000000,-2868.3407942845784,-3854.8045704410943,5296.215989888379
10 Oct 2022 04:00:17.000000000,-2870.668142803971,-3859.8779354120484,5291.25767068753
10 Oct 2022 04:00:18.000000000,-2872.9923622166125,-3864.947093010353,5286.293583871014
10 Oct 2022 04:00:19.000000000,-2875.3134499888656,-3870.0120377106177,5281.323734849818
10 Oct 2022 04:00:20.000000000,-2877.6314035908576,-3875.072763991787,5276.348129041219
10 Oct 2022 04:00:21.000000000,-2879.946220495865,-3880.129266337594,5271.366771868758
10 Oct 2022 04:00:22.000000000,-2882.2578981806773,-3885.1815392363123,5266.379668762257
10 Oct 2022 04:00:23.000000000,-2884.5664341254155,-3890.2295771808913,5261.38682515779
10 Oct 2022 04:00:24.000000000,-2886.871825813884,-3895.2733746687027,5256.388246497694
10 Oct 2022 04:00:25.000000000,-2889.174070732883,-3900.3129262020625,5251.383938230558
10 Oct 2022 04:00:26.000000000,-2891.473166373339,-3905.3482262873968,5246.373905811214
10 Oct 2022 04:00:27.000000000,-2893.7691102286494,-3910.379269436482,5241.358154700733
10 Oct 2022 04:00:28.000000000,-2896.0618997966994,-3915.4060501649524,5236.336690366427
10 Oct 2022 04:00:29.000000000,-2898.351532577844,-3920.4285629938063,5231.309518281821
10 Oct 2022 04:00:30.000000000,-2900.6380060765873,-3925.4468024481694,5226.276643926674
10 Oct 2022 04:00:31.000000000,-2902.9213178004347,-3930.4607630581554,5221.2380727869595
10 Oct 2022 04:00:32.000000000,-2905.201465260689,-3935.4704393582797,5216.193810354854
10 Oct 2022 04:00:33.000000000,-2907.4784459717507,-3940.475825887987,5211.143862128743
10 Oct 2022 04:00:34.000000000,-2909.7522574518252,-3945.4769171911385,5206.08823361321
10 Oct 2022 04:00:35.000000000,-2912.0228972222208,-3950.473707816541,5201.026930319024
10 Oct 2022 04:00:36.000000000,-2914.290362808051,-3955.4661923174235,5195.959957763149
10 Oct 2022 04:00:37.000000000,-2916.5546517375406,-3960.4543652519715,5190.887321468722
10 Oct 2022 04:00:38.000000000,-2918.815761542734,-3965.4382211828092,5185.809026965054
10 Oct 2022 04:00:39.000000000,-2921.0736897588654,-3970.4177546774645,5180.725079787625
10 Oct 2022 04:00:40.000000000,-2923.3284339247352,-3975.3929603081056,5175.635485478079
10 Oct 2022 04:00:41.000000000,-2925.579991582517,-3980.363832651695,5170.540249584208
10 Oct 2022 04:00:42.000000000,-2927.828360278136,-3985.330366289707,5165.439377659967
10 Oct 2022 04:00:43.000000000,-2930.0735375605354,-3990.2925558086836,5160.332875265439
10 Oct 2022 04:00:44.000000000,-2932.3155209828597,-3995.250395799375,5155.220747966856
10 Oct 2022 04:00:45.000000000,-2934.5543081007495,-4000.203880857994,5150.103001336571
10 Oct 2022 04:00:46.000000000,-2936.7898964743995,-4005.153005584713,5144.979640953071
10 Oct 2022 04:00:47.000000000,-2939.022283666515,-4010.097764585179,5139.850672400961
10 Oct 2022 04:00:48.000000000,-2941.2514672439956,-4015.0381524692675,5134.716101270957
10 Oct 2022 04:00:49.000000000,-2943.477444776795,-4019.9741638519577,5129.575933159877
10 Oct 2022 04:00:50.000000000,-2945.7002138388048,-4024.905793352663,5124.430173670648
10 Oct 2022 04:00:51.000000000,-2947.919772006694,-4029.8330355960984,5119.278828412291
10 Oct 2022 04:00:52.000000000,-2950.13611686163,-4034.755885211044,5114.12190299991
10 Oct 2022 04:00:53.000000000,-2952.349245987369,-4039.6743368317225,5108.959403054698
10 Oct 2022 04:00:54.000000000,-2954.559156971453,-4044.5883850969503,5103.7913342039155
10 Oct 2022 04:00:55.000000000,-2956.765847405468,-4049.4980246499517,5098.617702080905
10 Oct 2022 04:00:56.000000000,-2958.969314883521,-4054.4032501394804,5093.438512325065
10 Oct 2022 04:00:57.000000000,-2961.169557004314,-4059.304056218312,5088.253770581852
10 Oct 2022 04:00:58.000000000,-2963.3665713690684,-4064.2004375447614,5083.063482502779
10 Oct 2022 04:00:59.000000000,-2965.5603555832554,-4069.0923887814447,5077.867653745403
10 Oct 2022 04:01:00.000000000,-2967.750907255401,-4073.9799045961295,5072.666289973315
