Node,Lon,Lat
0,7.055276102851268,3.539339581209362
1,9.810735555615324,36.31007774349462
2,17.367818483564143,68.71775620559633
3,167.72718281615903,77.67163467625362
4,-177.378248523663,45.58481776973154
5,-174.13341063409368,12.877061938790956
6,-171.7124577258221,-19.947432581198022
7,-167.83920630118564,-52.591275477587374
8,-131.8411587402097,-83.8304459605622
9,-0.8511302134099835,-61.79505674936212
10,4.508483012475459,-29.263628612589606
11,38.24159179128108,19.537496289668272
12,42.02759437246375,52.18849029897143
13,75.45394011223128,83.54773566903195
14,-150.89496715743522,62.20543951384861
15,-145.50117066281183,29.675739013784042
16,-142.9734449619019,-3.127751765302152
17,-140.2636020109456,-35.90290083932802
18,-132.95802690756156,-68.32508327167
19,17.27411468964584,-78.07083960302131
20,32.61163776503434,-45.996325410307406
21,35.849561696339556,-13.289307032144027
22,67.04854157051417,3.475192463557796
23,69.72927494465566,36.25142565802739
24,77.06659449646459,68.67434314644176
25,-131.9000079086442,77.76695429976449
26,-117.27334435575344,45.656677635000925
27,-114.10909469551771,12.943395179409732
28,-111.75215970326136,-19.885700250036493
29,-107.9870283559097,-52.53736701328092
30,-72.98325703027636,-83.85242000555542
31,59.33235790542216,-61.872731156422404
32,64.5673046403382,-29.332310994013486
33,98.19705907905437,19.539132180373247
34,101.86664345569089,52.19828648908168
35,134.5709061473499,83.62400353070767
36,-90.66000888378753,62.223459170353316
37,-85.43005383782706,29.682225710199795
38,-82.98040281675136,-3.1267452479687363
39,-80.35427495750037,-35.90777142070388
40,-73.26899761952187,-68.34557683544311
41,77.8320113506505,-78.11351719525962
42,92.74068064638833,-46.0068643788254
43,95.87899674501104,-13.292872758733987
44,127.04175106406913,3.537693656462689
45,129.65140772953345,36.31866561987496
46,136.81845137385434,68.75402276530059
47,-71.3338197051693,77.74326313227279
48,-57.15779662638236,45.60286169135133
49,-54.08397763736063,12.883134809767578
50,-51.79125603523612,-19.950376063722338
51,-48.1219847346293,-52.6085155100785
52,-13.397518312211357,-83.96954482333017
53,119.5491754193192,-61.825794989267635
54,124.62970943147916,-29.2747323857811
55,158.17514038956043,19.649457542487696
56,161.7965450501699,52.311626669797356
57,-165.28816020376541,83.74820901504076
58,-30.51392133735688,62.12465889784575
59,-25.391518137730184,29.576168000979056
60,-22.984049338227837,-3.235928383995292
61,-20.396825080987323,-36.01930520664463
62,-13.381419156268288,-68.46277076155789
63,138.28194424581613,-78.03205671701987
64,152.81423152104745,-45.903365539352656
65,155.8943027913187,-13.185042141541825
