Node,Lat,Lon,Alt
Iridium0_0,28.81149220805798,-93.9357955361136,777.8005584817946
Iridium0_1,61.137705866435354,-86.30524878728305,789.235620597311
Iridium0_2,82.6710173950939,28.468919922337417,793.8970592234436
Iridium0_3,52.729878293631444,74.8815949444962,786.367436833523
Iridium0_4,20.246812833526626,80.56286414677135,775.4068197977717
Iridium0_5,-12.47866886734788,84.09533180444414,773.8541560202555
Iridium0_6,-45.05942752508767,88.77877458335823,783.5365708515586
Iridium0_7,-76.61913618354608,108.81645928850494,793.0940692332861
Iridium0_8,-68.64202707105136,-112.7210630263831,791.3923965620668
Iridium0_9,-36.54612514152107,-101.66937919539068,780.4082157954495
Iridium0_10,-3.8895888626694237,-97.63606659874806,772.9606525267322
Iridium1_0,28.791799710362255,-63.90199935758919,777.7943780150903
Iridium1_1,61.11007331651221,-56.1993442508605,789.2268624313945
Iridium1_2,82.62928099971388,58.08639304626394,793.8930770414738
Iridium1_3,52.73703946730821,104.79712517959408,786.3700180640495
Iridium1_4,20.26044136770178,110.53947896162822,775.4101045683811
Iridium1_5,-12.461095869735697,114.10902537759776,773.8514095547802
Iridium1_6,-45.03687123681625,118.83940547799541,783.5281520965897
Iridium1_7,-76.57721859500954,139.022856948569,793.0869660033651
Iridium1_8,-68.64055003036489,-82.88631281746252,791.392020475232
Iridium1_9,-36.55721142226594,-71.7166497498538,780.4121660895108
Iridium1_10,-3.9052498129468867,-67.64040918393749,772.9614392889255
Iridium2_0,28.743640492302745,-33.87815082162922,777.7792747879281
Iridium2_1,61.05678377291429,-26.132876376975915,789.2099573776594
Iridium2_2,82.61732300131028,87.59585614846362,793.8919320233697
Iridium2_3,52.77542179573503,134.72852460509588,786.3838499293688
Iridium2_4,20.304156040180857,140.5216725830982,775.4206531367165
Iridium2_5,-12.414393867449377,144.1189254390234,773.8441281868653
Iridium2_6,-44.986819040828685,148.88057784929276,783.5094711152781
Iridium2_7,-76.51624790526898,169.11266789460652,793.0765974500766
Iridium2_8,-68.67146645890666,-53.03164250027358,791.3998881124987
Iridium2_9,-36.598857190393865,-41.75357662035305,780.4270096653753
Iridium2_10,-3.950551489114242,-37.643677144964094,772.9637328081244
Iridium3_0,28.67994571176515,-3.870632754821699,777.7593245488788
Iridium3_1,60.99220030460263,3.876478239407357,789.1894433598543
Iridium3_2,82.63820912382683,117.12319462385807,793.8939307562014
Iridium3_3,52.834802856791924,164.69410764164437,786.4052392234219
Iridium3_4,20.36626165457684,170.5142095472409,775.4356719756871
Iridium3_5,-12.351087438834092,174.12238047514202,773.8342989535075
Iridium3_6,-44.922731019465694,178.89128763783359,783.4855519375159
Iridium3_7,-76.45269223122007,-160.93677486851524,793.065743118345
Iridium3_8,-68.72659874997697,-23.118492941707395,791.4138954697133
Iridium3_9,-36.65993952040247,-11.770284501229444,780.4487929768804
Iridium3_10,-4.013358745675472,-7.644996875181008,772.96695607944
Iridium4_0,28.617793592542693,26.118613273768503,777.7398851386263
Iridium4_1,60.93364245933087,33.82658324303287,789.1708185706955
Iridium4_2,82.68657593946847,146.79033014401966,793.8985380497926
Iridium4_3,52.89931972644481,-165.296753431933,786.4284647310013
Iridium4_4,20.43012782766791,-159.48085863569833,775.4511562181485
Iridium4_5,-12.288144631107574,-155.88148691883057,773.8245729473228
Iridium4_6,-44.86179574736629,-151.13119352763937,783.4628099531194
Iridium4_7,-76.40350701807421,-131.11057225702777,793.0573107176266
Iridium4_8,-68.79128769873499,6.87672437307845,791.4302936342384
Iridium4_9,-36.724115340006996,18.237783483161486,780.4716948574486
Iridium4_10,-4.0768443125184515,22.356028223117107,772.9702654954585
Iridium5_0,28.573822160888774,56.092534134763575,777.7261486700045
Iridium5_1,60.896731678065876,63.73104390577458,789.1590667571272
Iridium5_2,82.74984404001316,176.68715479043573,793.9045199718313
Iridium5_3,52.951671133095225,-135.24628854600581,786.4473001940125
Iridium5_4,20.478634270965625,-129.46479484728,775.46294333961
Iridium5_5,-12.242425295506177,-125.8915933665877,773.817537600591
Iridium5_6,-44.82030859704015,-121.18072898142383,783.447326647331
Iridium5_7,-76.3816688138081,-101.36188309178878,793.0535577034543
Iridium5_8,-68.84820707740712,36.955998881776935,791.4446889556417
Iridium5_9,-36.77417657607622,48.26856516724996,780.4895706431803
Iridium5_10,-4.123995724128552,52.35916851318063,772.9727568247481
