Node,Lon,Lat
0,7.052868831736947,2.3389084844406995
1,9.764754510716354,35.116058647129194
2,16.839178696210837,67.54856565417485
3,165.7689623574648,78.78634312362625
4,-177.47245452599967,46.77453569250812
5,-174.14046106796215,14.076583965144305
6,-171.72508939137506,-18.7489068899332
7,-167.98021236650405,-51.404669557575644
8,-138.14610412519093,-82.89620430335883
9,-1.1630563403146679,-62.97317226307482
10,4.4783670983418595,-30.459546066438403
11,38.23049077770361,18.33881399667764
12,41.89299013288354,51.00146976943585
13,69.75074423655603,82.5836783089748
14,-151.21344802025868,63.38339635791417
15,-145.5309608252916,30.87162424959419
16,-142.97484357588826,-1.927240430158427
17,-140.3068668617838,-34.7086372907553
18,-133.45974821552818,-67.15461245174968
19,15.196653976924134,-79.18187792745705
20,32.51674266955632,-47.1859875368971
21,35.84320268247162,-14.488842542957235
22,67.048405341253,2.2745980954511493
23,69.68688614430422,35.05714380766015
24,76.55633404575161,67.50390974941642
25,-133.8372015034244,78.88447279391966
26,-117.36332578801307,46.846694236078356
27,-114.11380996468907,14.14307788593588
28,-111.76219067593618,-18.686982121662684
29,-108.12160119109897,-51.350309658807475
30,-79.14896618707289,-82.90448063420264
31,59.02882735333505,-63.05150221879062
32,64.54002775385437,-30.52842114300322
33,98.18888423885276,18.340244351468588
34,101.738698241167,51.01079814410586
35,128.9295054050423,82.64960859937739
36,-90.96654254575583,63.40227029154134
37,-85.45635279039448,30.87835516311805
38,-82.9791735419571,-1.9260489747583438
39,-80.39363143718488,-34.71323421052353
40,-73.75357841123483,-67.17386335809601
41,75.80494236877396,-79.2289094943245
42,92.65123693412671,-47.196908502620175
43,95.87541617676537,-14.49260335061628
44,127.04389853813818,2.3369420610962957
45,129.6122641292104,35.12416785183224
46,136.32046908899997,67.58260578343398
47,-73.20852393774875,78.86506681143365
48,-57.24269676215001,46.79323149785032
49,-54.086232033582874,14.082993562854835
50,-51.798794596786756,-18.751492708899125
51,-48.25125289983268,-51.4210848611596
52,-19.60830220853004,-83.01608266220333
53,119.25741552412217,-63.00535078672917
54,124.60559175143752,-30.471069393800484
55,158.16834121330078,18.450488189798257
56,161.67100640106506,51.12396512011336
57,-171.04705589743347,82.77476069932632
58,-30.811551336970453,63.304012716755366
59,-25.415797188912588,30.772450944607247
60,-22.98149290323703,-2.0351429262489558
61,-20.434511494893023,-34.8246683770184
62,-13.862367073201103,-67.29063143410374
63,136.31783422853502,-79.15096021832922
64,152.7282490229494,-47.093649987839285
65,155.8922199883523,-14.384885379268352
