Node,Lat,Lon,Alt
Iridium0_0,-3.1748482458910265,72.32334380164764,772.9280938040888
Iridium0_1,-35.83639242698957,76.31744417451844,780.156337870523
Iridium0_2,-67.95939396277028,86.94261511177046,791.2163728491406
Iridium0_3,-77.25016781528745,-135.49966706941697,793.1985107521656
Iridium0_4,-45.76589309978805,-114.16715108296331,783.8002392762396
Iridium0_5,-13.192832858569801,-109.41160371547292,773.9688300072031
Iridium0_6,19.5335231162375,-105.88496272621389,775.237483397506
Iridium0_7,52.02697886206889,-100.31824772980072,786.1132585488671
Iridium0_8,82.2373402014312,-57.992989425956935,793.8546039095007
Iridium0_9,61.83270951149326,60.74282692633457,789.4541448279033
Iridium0_10,29.523041043594823,68.60037173372213,778.0256804355864
Iridium1_0,-3.1583650277500785,102.32673419723154,772.9274203163245
Iridium1_1,-35.815604276726724,106.3615800801382,780.1489913029752
Iridium1_2,-67.927731819894,117.08163346408823,791.2081017984365
Iridium1_3,-77.2352256208724,-105.77739181457245,793.1960918955151
Iridium1_4,-45.775022947872365,-84.23293640500762,783.8036462688925
Iridium1_5,-13.20737406516289,-79.42644749027663,773.9712266572565
Iridium1_6,19.515083365886376,-75.86305244278086,775.2331734260307
Iridium1_7,52.00266872059589,-70.24159399631449,786.1044395887328
Iridium1_8,82.17906404931074,-27.78891560640101,793.8487175095152
Iridium1_9,61.836052874023345,90.62224146510638,789.455187771747
Iridium1_10,29.53532338230956,98.56435847536535,778.0295967496813
Iridium2_0,-3.112449132958692,132.32918534702478,772.9255626509209
Iridium2_1,-35.76671430375992,136.3922866000038,780.1317206392316
Iridium2_2,-67.87202310954451,147.1625703958002,791.1935263491827
Iridium2_3,-77.25343747589984,-76.05132278275059,793.1990396959789
Iridium2_4,-45.81504989674712,-54.28534235892752,783.8185829039085
Iridium2_5,-13.25181218610219,-49.43765379835569,773.978566060831
Iridium2_6,19.467775836825176,-45.847355735864944,775.2221318235129
Iridium2_7,51.95147933354683,-40.19085627725434,786.0858637633032
Iridium2_8,82.11463235450398,2.174518389605608,793.8421594138398
Iridium2_9,61.87119272079367,120.52070708455813,789.4661445961399
Iridium2_10,29.57794968141002,128.5365638093593,778.0431963454878
Iridium3_0,-3.0494063497684607,162.33003977222674,772.9230562152432
Iridium3_1,-35.70285783211275,166.40134902984585,780.1091781230504
Iridium3_2,-67.80730239275343,177.1640551789818,791.1765566568425
Iridium3_3,-77.30004165746078,-46.249733396724196,793.2065652653285
Iridium3_4,-45.875298087230156,-24.310364499699684,783.8410645600443
Iridium3_5,-13.314251618629283,-19.442224146052794,773.9889172609879
Iridium3_6,19.404293917002164,-15.842075370078499,775.2073506776937
Iridium3_7,51.88718834080915,-10.179577442106908,786.0625222858415
Iridium3_8,82.06125493182388,31.912323446675586,793.8366867720403
Iridium3_9,61.928797748887746,150.46526571997822,789.4840869688848
Iridium3_10,29.639525931359188,158.52442326760755,778.0628633512758
Iridium4_0,-2.986130239226478,-167.67088795100116,772.9205918869673
Iridium4_1,-35.64115878998342,-163.61356682179826,780.0874136158626
Iridium4_2,-67.75091402901134,-152.91365970037486,791.1617398957219
Iridium4_3,-77.36276971224274,-16.31938582339046,793.2166539152093
Iridium4_4,-45.93965950218899,5.698813781981278,783.8650798699581
Iridium4_5,-13.377968368232146,10.561112245033017,773.999526782797
Iridium4_6,19.341655404357542,14.151429657285922,775.1928059267016
Iridium4_7,51.8270396840367,19.789424893472003,786.0406734447746
Iridium4_8,82.03290326284966,61.49662542549626,793.833765334413
Iridium4_9,61.993508279848875,-179.52899556738777,789.5042139310394
Iridium4_10,29.70357026731236,-171.46874548103568,778.0833456080662
Iridium5_0,-2.9395742631410013,-137.6733050400482,772.9188116136307
Iridium5_1,-35.59812785685118,-133.64838351578965,780.0722439282762
Iridium5_2,-67.71786342695296,-123.04941675999297,791.1530416882215
Iridium5_3,-77.4249170673289,13.760162750438388,793.2266032093835
Iridium5_4,-45.990874557274296,35.739883637416106,783.8841888872299
Iridium5_5,-13.425884584561844,40.571511849739665,774.0075363042411
Iridium5_6,19.296634795786414,44.13495228810447,775.1823766671105
Iridium5_7,51.787106210139015,49.72460821477308,786.0261617415641
Iridium5_8,82.03689574864246,91.03564638292401,793.8341773450397
Iridium5_9,62.04797622945439,-149.46321492206744,789.5211316246676
Iridium5_10,29.75291176612397,-141.44469596638035,778.0991443824876
