Node,Lon,Lat
0,7.049506985368389,0.5382108014524539
1,9.702663748139722,33.324258120725034
2,16.151601580806307,65.790571367947
3,161.96164556860649,80.42475371078896
4,-177.6289574240067,48.55801303043328
5,-174.15283954921912,15.875532961926575
6,-171.74155414888634,-16.950689724033335
7,-168.17082788551207,-49.623469349125365
8,-144.89142423664555,-81.37662746216633
9,-1.6944848510479178,-64.73761066944567
10,4.427878226447366,-32.25273990165654
11,38.216225341574265,16.54037274243957
12,41.71110611640755,49.219685159330275
13,63.61423000323555,81.03588070482436
14,-151.75698845719177,65.14754538592945
15,-145.5810348434106,32.664765483683304
16,-142.97674271681007,-0.12643236247056497
17,-140.36512649875806,-32.91648409318883
18,-134.1132958102224,-65.39496534162656
19,11.123943356288796,-80.81170956945088
20,32.35891851823036,-48.96937770896626
21,35.83182063573768,-16.287803949053817
22,67.04843621629234,0.47365748165749205
23,69.62997990063232,33.264963046663915
24,75.89304600386794,65.74427005324654
25,-137.61605526656393,80.52795728009085
26,-117.51317362514,48.630645109466954
27,-114.12264808522143,15.942269728551878
28,-111.77482973661179,-16.88848218278625
29,-108.30319654869149,-49.56847381166452
30,-85.71544309046801,-81.37009522352108
31,58.51107723119572,-64.81702432426476
32,64.49391477437779,-32.32191241253597
33,98.1789348835191,16.541499839398213
34,101.56620502021705,49.22835438282605
35,122.89613553587834,81.08991585813462
36,-91.49031485036438,65.16783883854393
37,-85.50102655159017,32.67187408478949
38,-82.97713710523924,-0.12496395095706249
39,-80.44623056675947,-32.920684601945936
40,-74.38414143815277,-65.41255980403257
41,71.82015801682873,-80.867017961982
42,92.50205165790904,-48.980904488646445
43,95.86825797947478,-16.29186121440635
44,127.04735545335419,0.5357645836271202
45,129.56007079172272,33.331674325890816
46,135.67392558123106,65.82165022262353
47,-76.86934868820066,80.51689227705971
48,-57.38446369848849,48.577741845073795
49,-54.091322336007,15.882454072407024
50,-51.80775012088392,-16.95274804077882
51,-48.42532955843953,-49.63872367079911
52,-26.175153492622453,-81.4743364045354
53,118.75930358349645,-64.77217833532589
54,124.56437647829786,-32.26491175228671
55,158.16043554473146,16.651621589239706
56,161.50198014675246,49.34127772947191
57,-177.1716179692474,81.21467190160513
58,-31.320255680384747,65.07048915450788
59,-25.45732382655722,32.56620788542257
60,-22.977456845620996,-0.23392178423467744
61,-20.484666334910962,-33.031974191508624
62,-14.487552658123043,-65.52874855677834
63,132.45951264881214,-80.79618692634945
64,152.5846079843376,-48.87802655256525
65,155.8873525603962,-16.18431651947242
