Node,Lon,Lat
0,7.049945408602434,0.7783058425594458
1,9.7104916074271,33.56321701130478
2,16.236785508700425,66.02523345807302
3,162.544183747578,80.20922908452364
4,-177.6069656165365,48.32029472912474
5,-174.15105458377977,15.635697687349579
6,-171.7395201509902,-17.190480340706564
7,-168.14676079079717,-49.861048904747086
8,-144.1356495766433,-81.58521006227367
9,-1.6187571697567698,-64.50255800011945
10,4.434999355787285,-32.0136960143928
11,38.21797250778248,16.780192491261776
12,41.73406442657017,49.457340236052325
13,64.3044933598525,81.24742715118497
14,-151.67946346542755,64.91253553954708
15,-145.57396360894833,32.42572889261324
16,-142.97649592798146,-0.3665414351370911
17,-140.35779357784563,-33.15548906374018
18,-134.03226913095398,-65.62983179413659
19,11.749824388025047,-80.59762072315084
20,32.3811083895405,-48.7316712939433
21,35.833475590886806,-16.047967549909078
22,67.04842304044342,0.713784789840853
23,69.6371298470129,33.50397172093122
24,75.97519321478174,65.97913809689565
25,-137.03681093710819,80.31168916023269
26,-117.4920925841583,48.39286178195947
27,-114.12133800266717,15.702401929931419
28,-111.77330091549038,-17.128310113607032
29,-108.28029157226845,-49.80613544327702
30,-84.98098818921237,-81.58034086507524
31,58.58489981712152,-64.58181952306434
32,64.5004438633002,-32.08282824769186
33,98.1801113242286,16.78135969500351
34,101.58794989307144,49.466094597099804
35,123.57300766308525,81.30283793281855
36,-91.41556643097508,64.9326291369737
37,-85.49468731642382,32.43278630273845
38,-82.97741485161069,-0.36510993522058344
39,-80.43963912980381,-33.15974150465339
40,-74.30600940101522,-65.64763427847255
41,72.43349027519758,-80.65167898774511
42,92.5230555291505,-48.74311486775878
43,95.86934556911686,-16.051985001482922
44,127.04688524366952,0.7759235579119484
45,129.56660251766615,33.57072397805053
46,135.75394672151464,66.05668378785526
47,-76.30782836483543,80.29934663998849
48,-57.364494130205436,48.33988172403239
49,-54.09051614976721,15.642550116467845
50,-51.80670887788155,-17.192608406758602
51,-48.40339859578775,-49.87645311186061
52,-25.44312997604334,-81.68547939172097
53,118.83035550026511,-64.53678960582525
54,124.57024090504474,-32.02577998883726
55,158.16134074618444,16.891497722178485
56,161.52327223158733,49.579049377928825
57,-176.48643386215804,81.42771129322779
58,-31.24764920205985,64.83515112990344
59,-25.451412798427366,32.32708780520765
60,-22.978001936185443,-0.47408608775976896
61,-20.478396799033547,-33.27105006002753
62,-14.410129280406434,-65.76389647367155
63,133.053201256235,-80.57973356300289
64,152.60484639662863,-48.64018469819405
65,155.88813147325274,-15.944416895701535
