Node,Lon,Lat
0,7.054902801529033,3.359277413872972
1,9.803590761321155,36.13100181372695
2,17.284485329538565,68.54253693133738
3,167.45699995267793,77.8397422850231
4,-177.39189654497082,45.76331167815126
5,-174.1344115672756,13.057000879481011
6,-171.71444246002235,-19.7676689938401
7,-167.86112119988184,-52.413330274629914
8,-132.9057340731175,-83.69576537794156
9,-0.895971198034919,-61.97185970945316
10,4.504136327239519,-29.443038773389365
11,38.23984009314124,19.35770884249429
12,42.00667206951621,52.01048151946381
13,74.49208173814206,83.40779900223912
14,-150.94072462339759,62.38222012367367
15,-145.50546611907416,29.855144494138205
16,-142.9736652059746,-2.9476772207204673
17,-140.2703305895249,-35.72378775014921
18,-133.03707220925443,-68.14966141314042
19,16.988209778581183,-78.23847085663124
20,32.5978952551225,-46.17481105751017
21,35.848665849494054,-13.469248267181067
22,67.04850949490958,3.2951057316542527
23,69.72267632517796,36.07230981683752
24,76.9861440262237,68.49892903033783
25,-132.16703046493996,77.9354579265298
26,-117.28636886167362,45.83521553397468
27,-114.10974652109327,13.123358168896974
28,-111.75375161334232,-19.70590758733887
29,-108.0079552082545,-52.359352575305785
30,-74.02650916582462,-83.71544188663285
31,59.288742227872916,-62.049629348689216
32,64.56338003780598,-29.511749792062016
33,98.19574896037898,19.35931371979704
34,101.84674180814598,52.02020598177785
35,133.6170567115657,83.48237514178938
36,-90.70403121821725,62.400363688055066
37,-85.4338308645325,29.861667458424364
38,-82.9802285516665,-2.9466429396150726
39,-80.36041001432679,-35.72861677544067
40,-73.34536867315562,-68.16996065892423
41,77.55325775831004,-78.2817531789193
42,92.72774115198547,-46.185406283190844
43,95.87851589732082,-13.47284313536599
44,127.04206162505704,3.35758336850621
45,129.645301454769,36.13951698908658
46,136.7399045192917,68.57845506265767
47,-71.59215681256721,77.91235803917202
48,-57.170073504506625,45.78145162862219
49,-54.08426212146798,13.06312405794668
50,-51.79247207829063,-19.770558500895504
51,-48.142099972020375,-52.43044381507884
52,-14.45136983991403,-83.8317291398076
53,119.50726470465952,-62.00280697043854
54,124.62625360463448,-29.454204863678537
55,158.17403735554055,19.469626840207262
56,161.77700946568064,52.13351959383388
57,-166.2638678887118,83.6068295834371
58,-30.5566599490151,62.30164197537217
59,-25.394995946033806,29.755632518994027
60,-22.98367624520825,-3.055812773599882
61,-20.402707451195994,-35.84013544037988
62,-13.457244964540209,-68.28708851561456
63,138.01178111720063,-78.2007712616015
64,152.80180006953523,-46.081942854656226
65,155.89404519685266,-13.365029272836951
