Node,Lon,Lat
0,7.0492883112587235,0.41816317045397916
1,9.698799853662006,33.20477276586467
2,16.10970150756935,65.67321202142796
3,161.66026313355428,80.53211633902562
4,-177.64008924904607,48.67686289454755
5,-174.15374833434345,15.995447647521042
6,-171.74255337918007,-16.83079125941867
7,-168.18271330870166,-49.50466987454272
8,-145.25553893548337,-81.27177673873214
9,-1.732952463406446,-64.85511180033645
10,4.424270995897861,-32.37225612881739
11,38.215368809484175,16.420459797602035
12,41.699769056342944,49.10084818635816
13,63.28138794842912,80.92962035274597
14,-151.79637803068675,65.26502455234149
15,-145.58461777829172,32.78427803119483
16,-142.97686595821682,-0.006377794463134044
17,-140.36874468241868,-32.796975805069344
18,-134.15315697638016,-65.2775054873998
19,10.799765440687302,-80.91831198041397
20,32.34768496166613,-49.08822159715953
21,35.83097652453791,-16.407719136763802
22,67.04844326920656,0.35359373032372904
23,69.62645348059525,33.14545290171599
24,75.85264280546316,65.6268091579461
25,-137.91588407814913,80.63569993019473
26,-117.52384724769179,48.7495277147358
27,-114.1233190832032,16.06220069433821
28,-111.77557692188871,-16.768565104500542
29,-108.31450536492527,-49.44963359284796
30,-86.06918469514484,-81.26444310954193
31,58.47357207432612,-64.9346024628942
32,64.49060459283204,-32.44144885316314
33,98.17836319095137,16.421566877235637
34,101.55547042381313,49.109475143251295
35,122.56990654556544,80.98298886057266
36,-91.52829875531472,65.28541924474949
37,-85.50424205296434,32.79141232764574
38,-82.97699808506185,-0.004890927751757239
39,-80.44947947947334,-32.801150450118
40,-74.42257352968556,-65.29499731015716
41,71.50233869039812,-80.97426477079617
42,92.4914152250836,-49.09979027361034
43,95.86769805790449,-16.41179634367495
44,127.04759106521198,0.4156849884524528
45,129.5568523525798,33.21214377200592
46,135.63457382863314,65.7041076311455
47,-77.16006014992834,80.62529606367113
48,-57.39457746973907,48.69666311272259
49,-54.091740880439275,16.002403156859806
50,-51.80825390765337,-16.83281476588356
51,-48.43615451062101,-49.519849793167886
52,-26.527501467574773,-81.36824550470605
53,118.72320265950599,-64.88984966435122
54,124.56140002241224,-32.38447208619954
55,158.1599993368593,16.531680487562305
56,161.49147088508082,49.22238288849736
57,-177.5016733985746,81.10768175874276
58,-31.357151996549923,65.18813463060991
59,-25.460324194263457,32.68576234416799
60,-22.977184060224243,-0.1138395811439596
61,-20.48775474267249,-32.91243059072038
62,-14.525631578112472,-65.41114975622888
63,132.15189126603536,-80.90401385927076
64,152.57435746269624,-48.99693863454954
65,155.88694736627028,-16.30426339034036
