Node,Lat,Lon,Alt
Iridium0_0,32.67256097859313,70.65742736291051,779.0612325436449
Iridium0_1,-0.009017349420277007,74.4991795910569,772.8630005256399
Iridium0_2,-32.69049252789843,78.34169786167065,779.0672964849207
Iridium0_3,-64.91684969682109,87.39222786576532,790.3802506120259
Iridium0_4,-79.91888501432295,-141.4817298117028,793.5875847482982
Iridium0_5,-48.89108285006009,-112.37627999051372,784.9629451824801
Iridium0_6,-16.35504593349637,-107.25826458263994,774.5467097962909
Iridium0_7,16.373055052176383,-103.74321575368576,774.5503204783004
Iridium0_8,48.908866638962515,-98.62291497510748,784.9695280371925
Iridium0_9,79.93330528564584,-69.46093737283374,793.5894519507249
Iridium0_10,64.89944099456714,61.61462010684054,790.3752353760102
Iridium1_0,32.684330634163494,100.61659377541054,779.0652125079928
Iridium1_1,0.007098620348855601,104.49911183745711,772.8630003257468
Iridium1_2,-32.670215249838925,108.38102067567539,779.0604394154618
Iridium1_3,-64.88722893430383,117.5148275876766,790.3717157244403
Iridium1_4,-79.89479531987388,-111.81863773828904,793.5844597970031
Iridium1_5,-48.89939809410362,-82.44979443344897,784.9660232224959
Iridium1_6,-16.369187001642413,-77.27685377265296,774.5495446669863
Iridium1_7,16.355010035245677,-73.72505019090562,774.546702602518
Iridium1_8,48.88540046274356,-68.55392664406085,784.9608416762904
Iridium1_9,79.88348443863173,-39.22970539081086,793.582990069408
Iridium1_10,64.90092624393384,91.47665148192786,790.3756633567693
Iridium2_0,32.72653780137422,130.5849148630861,779.0794913142724
Iridium2_1,0.05274245435862448,134.49901887355898,772.8630179824421
Iridium2_2,-32.62166471068788,138.40856245949075,779.044030510146
Iridium2_3,-64.83272567971662,147.58909974382792,790.3559921689916
Iridium2_4,-79.90353449332501,-82.17808477027596,793.5855942809877
Iridium2_5,-48.93874647357348,-52.508829898012685,784.9805871745523
Iridium2_6,-16.413309804555144,-47.29093854847621,774.5584040286197
Iridium2_7,16.307976292583746,-43.71197921179244,774.5372894453886
Iridium2_8,48.83475621809139,-38.5076878170778,784.9420918238918
Iridium2_9,79.81972054936689,-9.170622372508937,793.5746752018246
Iridium2_10,64.93445664388682,121.35848599396087,790.385320393029
Iridium3_0,32.787904374319,160.57086417722397,779.1002692017189
Iridium3_1,0.11568398039399981,164.49892432158097,772.8630865115197
Iridium3_2,-32.55788138846538,168.41695355159627,779.0224930772132
Iridium3_3,-64.76804039091334,177.59535345432428,790.3372992350019
Iridium3_4,-79.94283517473528,-52.46681741126094,793.5906845195423
Iridium3_5,-48.998639319324155,-22.537616253972125,785.0027501867011
Iridium3_6,-16.47560611333415,-17.296750110214465,774.570948573512
Iridium3_7,16.24457085614728,-13.707502982116726,774.5246379982514
Iridium3_8,48.770559350317605,-8.496548881160466,784.918318381758
Iridium3_9,79.75918984560877,20.703473591964208,793.5667357108082
Iridium3_10,64.9911415373415,151.29155170395444,790.4016248024484
Iridium4_0,32.85200737595505,-169.42172262333506,779.1219955319401
Iridium4_1,0.1790581609649285,-165.50110352257443,772.8632072597254
Iridium4_2,-32.495968571798606,-161.59597098703108,779.0016088296413
Iridium4_3,-64.71051521218367,-152.46758906537363,790.3206463622435
Iridium4_4,-80.00243535009265,-22.60830969996552,793.5983676720346
Iridium4_5,-49.0630689745106,7.471686990621967,785.0265851424019
Iridium4_6,-16.53939207406277,12.707317054292421,774.5838368844923
Iridium4_7,16.181789824809346,16.287231133601846,774.5121545017133
Iridium4_8,48.71002831207219,21.476677536673563,784.8958963806713
Iridium4_9,79.71793111250933,50.42865924370975,793.5612982330786
Iridium4_10,65.05588207526318,-178.70594740218095,790.4202134375444
Iridium5_0,32.90165926507335,-139.39474600945675,779.1388392986285
Iridium5_1,0.22588393183897695,-135.50101294919946,772.8633298348494
Iridium5_2,-32.45249705826098,-131.62667493539337,778.9869579039768
Iridium5_3,-64.6754782585091,-122.58257555330681,790.310490182269
Iridium5_4,-80.0665648146709,7.4376049622452465,793.6065858252741
Iridium5_5,-49.11475733936272,37.51676369949574,785.0457013821665
Iridium5_6,-16.587570194976216,42.72022676121162,774.5936008817655
Iridium5_7,16.136447666595334,46.273683890776134,774.5031654502079
Iridium5_8,48.66934420574117,51.41929766639493,784.8808228394729
Iridium5_9,79.70673118943725,80.07799321131887,793.5598185921197
Iridium5_10,65.11132706641554,-148.63417262826445,790.4361051817054
