Node,Lat,Lon,Alt
Iridium0_0,7.307521764960431,-94.95761834201726,773.2063728434973
Iridium0_1,39.9374421628201,-90.70818441211871,781.6359817529318
Iridium0_2,71.87685446322396,-77.11479676059359,792.1641834485503
Iridium0_3,73.51243629308236,63.61017514117425,792.513061327819
Iridium0_4,41.67675376529901,78.9395712900894,782.2773874339508
Iridium0_5,9.062269186848972,83.32037148943508,773.3895745318024
Iridium0_6,-23.656581617678075,86.8974460369292,776.2839497668778
Iridium0_7,-56.085052617254014,93.21204064218774,787.5550198989553
Iridium0_8,-83.97385198485792,165.93893261657092,794.0102082603496
Iridium0_9,-57.80315540588811,-105.27365428406134,788.1430677987018
Iridium0_10,-25.406346978416718,-98.56869252444119,776.7747488939219
Iridium1_0,7.290558644897594,-64.94969463205213,773.2047889430991
Iridium1_1,39.91592602144821,-60.65721924796475,781.6280875614052
Iridium1_2,71.84166083352362,-46.949396108643136,792.1563624404595
Iridium1_3,73.50510745255683,93.39325857002781,792.5115626557763
Iridium1_4,41.68682027777316,108.88266455747743,782.2811160706907
Iridium1_5,9.077315719801794,113.31026533430298,773.3913102430687
Iridium1_6,-23.637605933193694,116.9244468015208,776.2787723443997
Iridium1_7,-56.05945382073492,123.30022665741541,787.5461448487883
Iridium1_8,-83.90957225904069,-164.1237091479584,794.005134624265
Iridium1_9,-57.80843043439154,-75.37600964982516,788.1448490383061
Iridium1_10,-25.419252445033727,-68.59885281737232,776.7784649064217
Iridium2_0,7.2442929170528,-34.943941657154014,773.2004872818277
Iridium2_1,39.86655560118204,-30.622106842809522,781.6099779347747
Iridium2_2,71.78397829570535,-16.86044397103844,792.1435155749735
Iridium2_3,73.53067375720343,123.19259522961282,792.5167881427838
Iridium2_4,41.727624110864355,138.83775226327637,782.296231468776
Iridium2_5,9.122147094600528,143.3026646547408,773.3964983278777
Iridium2_6,-23.58993139610909,146.9436691419035,776.2657786414684
Iridium2_7,-56.00744058836226,153.3574505356995,787.5281022190379
Iridium2_8,-83.85708826058845,-134.47555260019698,794.0009527298998
Iridium2_9,-57.84522068049122,-45.46065018473844,788.1572678318798
Iridium2_10,-25.46238496492777,-38.62198418771362,776.790894488748
Iridium3_0,7.181127684215523,-4.941900826758694,773.1946576470797
Iridium3_1,39.802600490225224,-0.6122372667335897,781.5865272399978
Iridium3_2,71.7193853260417,13.128801121530628,792.1290881333472
Iridium3_3,73.58240628486958,153.06113699267064,792.5273397862104
Iridium3_4,41.788274932858045,168.81684094498053,782.3187038563854
Iridium3_5,9.18475866950516,173.29960288727946,773.4037853627868
Iridium3_6,-23.526353819357546,176.9499671609334,776.2484819118473
Iridium3_7,-55.94302040874643,-176.631543219969,787.5057377624263
Iridium3_8,-83.8300272589183,-105.01959105989602,793.9987827252286
Iridium3_9,-57.90374179132139,-15.50500420812738,788.1770064392742
Iridium3_10,-25.524210479400463,-8.631897841175439,776.8087375712158
Iridium4_0,7.117991065089758,25.055926071267706,773.1888806271264
Iridium4_1,39.74121230971371,29.369856488268127,781.5640271732216
Iridium4_2,71.6651733382548,43.02218081562347,792.1169455854048
Iridium4_3,73.6466045509442,-176.96556117160017,792.540393115676
Iridium4_4,41.85255116291129,-161.17437050477724,782.3425257728195
Iridium4_5,9.24837814052188,-156.69805538301372,773.4112390285756
Iridium4_6,-23.463918166647915,-153.05828445214783,776.2315307961486
Iridium4_7,-55.8834715017078,-146.66944207026725,787.485046781973
Iridium4_8,-83.83529331329164,-75.61562418882878,793.9992057424678
Iridium4_9,-57.968374396815975,14.503003140166582,788.1987840663859
Iridium4_10,-25.588177164214876,21.374120626201545,776.8272316376766
Iridium5_0,7.0717973178948865,55.050166240179095,773.1846855512083
Iridium5_1,39.6988142084362,59.32906535934407,781.5484928028808
Iridium5_2,71.63573138999729,72.84865007913527,792.1103381914586
Iridium5_3,73.70610708682175,-146.8791801898527,792.5524511736394
Iridium5_4,41.903216681280654,-131.13811297132312,782.3613077656408
Iridium5_5,9.295955208024735,-126.69089022705955,773.4168456379465
Iridium5_6,-23.419342038456044,-123.07881728535658,776.2194497258937
Iridium5_7,-55.84469667940136,-116.74590770959009,787.4715649291321
Iridium5_8,-83.87154930574812,-46.112355799278795,794.002108502948
Iridium5_9,-58.02178787087532,44.561526684949335,788.2167636999508
Iridium5_10,-25.637136148135315,51.394526046032894,776.8414093149067
