Node,Lon,Lat
0,7.053454102299604,2.639019645122812
1,9.775890923555089,35.41460276919809
2,16.965587492423758,67.84109090946843
3,166.29507210418586,78.50906785188197
4,-177.44818084128204,46.477159896722505
5,-174.13861345491085,13.77671937249166
6,-171.7220616680037,-19.04856050418373
7,-167.94606316444296,-51.701387518519034
8,-136.73325972299745,-83.13713459592454
9,-1.0821363515958837,-62.678771862777076
10,4.486150748454709,-30.160600100313026
11,38.233140835274085,18.638506218637016
12,41.92558533262741,51.29828938977347
13,71.03056516810659,82.83101052426932
14,-151.13078756070732,63.089037857009
15,-145.52325508300936,30.5726865592525
16,-142.97450790254194,-2.2273711491143
17,-140.29639677953747,-35.00724180908936
18,-133.33971550313578,-67.44744286959711
19,15.755994803492838,-78.90563830253357
20,32.54120199671308,-46.888625852421725
21,35.84487946317668,-14.188974976544078
22,67.04842365142967,2.5747499678490406
23,69.69713512878694,35.35575289547988
24,76.67832715087215,67.79673374046514
25,-133.3163135547637,78.60645617154385
26,-117.3401234355153,46.549242557528196
27,-114.11254790053266,13.843173041699655
28,-111.75980918642848,-18.98668354045008
29,-108.08902703632133,-51.6471382862393
30,-77.76992058675087,-83.14849700298967
31,59.10759738587099,-62.756933262886776
32,64.54709602110938,-30.229426603744425
33,98.19080659183668,18.639987692658526
34,101.76966016263403,51.307732473515465
35,130.19250324578894,82.8993234306128
36,-90.88695468440582,63.10769183470554
37,-85.44952768499425,30.57935587432741
38,-82.97949440422579,-2.226225897225695
39,-80.38412791633722,-35.01190640981839
40,-73.63768334502913,-67.46699314614715
41,76.35107572926634,-78.95150663058543
42,92.67431144797872,-46.89944975960575
43,95.87639569392304,-14.192686832995406
44,127.04334600508857,2.637133284082865
45,129.62170988141602,35.422830337342376
46,136.43948169584107,67.87566702912487
47,-72.70431737990195,78.58589884233281
48,-57.22078652641717,46.495690108274424
49,-54.08558786781884,13.783044485944918
50,-51.79703331174082,-19.05123526746233
51,-48.21998190646729,-51.71800498916511
52,-18.22288494684947,-83.26145300382666
53,119.33315137402514,-62.71057972693745
54,124.61186260137947,-30.172017619937424
55,158.16992070788976,18.750251895077493
56,161.70137406543998,51.420941900892664
57,-169.76030078708825,83.02437377902864
58,-30.734267812321164,63.009294282595725
59,-25.409482678109054,30.473412905981217
60,-22.982145938300015,-2.3353422575888643
61,-20.42542233136189,-35.12336522434187
62,-13.74737880922958,-67.58386452825565
63,136.84689728560514,-78.87260418805123
64,152.75044155173384,-46.79613020962913
65,155.892822955852,-14.084940489481566
