Node,Lon,Lat
0,7.048742596924874,0.11804389343325541
1,9.689284127088143,32.90604225016038
2,16.006916839405747,65.37973296003548
3,160.87556489634596,80.79928272023194
4,-177.66832172929688,48.973960250387286
5,-174.15606864614173,16.295225638413065
6,-171.74500045740584,-16.531036005202964
7,-168.2120019127463,-49.20764314285661
8,-146.12799594388366,-81.00812264459208
9,-1.8309279791499653,-65.14878952254315
10,4.415114995410675,-32.67102991696629
11,38.21327640500486,16.120668592981968
12,41.67183411802998,48.80372845962739
13,62.4830651757324,80.66263731457178
14,-151.89672894869244,65.55864567841948
15,-145.59371496879302,33.08304252924163
16,-142.97717420556603,0.29375859577960306
17,-140.37765118991697,-32.49818826557221
18,-134.2509564980048,-64.9837798808075
19,9.95454935887178,-81.1834434519051
20,32.31919009257451,-49.38530391496316
21,35.82881692843006,-16.707498208458656
22,67.04846167650578,0.05343418989890371
23,69.61777717463619,32.846660703981634
24,75.75353931715405,65.333080277884
25,-138.69701867158244,80.90384094739547
26,-117.55092587695557,49.046707599342454
27,-114.12504389989417,16.3620194402248
28,-111.77739544901388,-16.468763441255085
29,-108.3423652199693,-49.152505843175625
30,-86.91652765487713,-80.99886842937532
31,58.378032150574036,-65.22847551664177
32,64.48219425467217,-32.74027339607035
33,98.1769813838291,16.121725732795976
34,101.52902943110051,48.812250617046395
35,121.78785389776607,80.71439809200818
36,-91.6250835783885,65.57929739627173
37,-85.51241642232961,33.090241359221324
38,-82.97665067792103,0.29529159996863463
39,-80.4574670441321,-32.50229854597394
40,-74.5168523189756,-65.0010190030871
41,70.67324342954285,-81.2410663396304
42,92.46442538598612,-49.39697820448411
43,95.86625043871331,-16.711625372082622
44,127.0481810081799,0.11548580588947044
45,129.5489427474669,32.9133007818575
46,135.53806581887787,65.41017754109397
47,-77.91763042729126,80.89515908007293
48,-57.42024426846201,48.99394044078765
49,-54.09283306640807,16.302267317476897
50,-51.80946505770527,-16.532972670728267
51,-48.46281373516329,-49.2226386021419
52,-27.37091790416587,-81.10160237256908
53,118.63122988795129,-65.18395936608607
54,124.55382812006079,-32.68335663977347
55,158.1589558574081,16.231818990900006
56,161.46559017300572,48.92511969100945
57,-178.29241876256174,80.83892210305248
58,-31.451167965825878,65.48217818249812
59,-25.46795768428362,32.984632112339504
60,-22.97650195921183,0.18636595598220387
61,-20.49534232849121,-32.6135551612793
62,-14.619030972723476,-65.11708186878515
63,131.34945100439745,-81.1723373088118
64,152.54834184640885,-49.2941928426988
65,155.88588771595406,-16.604121878990618
