Node,Lon,Lat
0,7.054290962010937,3.0591716906603654
1,9.79187985667298,35.83252066557962
2,17.148864115955952,68.25037624043628
3,166.98921900302534,78.11925411639866
4,-177.4150155990302,46.060773340086975
5,-174.13612329075605,13.356890916430967
6,-171.71767862966078,-19.468050903273802
7,-167.8970353963732,-52.116718726085296
8,-134.58062185638377,-83.46665580726663
9,-0.9721951536192199,-62.26646548422507
10,4.49675989694883,-29.742038158806654
11,38.23698958852631,19.05805127581819
12,41.97238626642388,51.71376512013306
13,72.97815537812605,83.17059963561422
14,-151.01852647203972,62.67678756246465
15,-145.5127589970621,30.154135957983208
16,-142.97402333977345,-2.647551137060401
17,-140.28135480230986,-35.42524505851105
18,-133.16575089742793,-67.8571716792826
19,16.492650814257352,-78.51713522765695
20,32.57461192593754,-46.47225886749373
21,35.847128194316916,-13.769141913807644
22,67.0484658983635,2.994959126769084
23,69.7118698712754,35.7737625459099
24,76.85522546538814,68.2064504200192
25,-132.6295363387038,78.21564906402273
26,-117.3084408704443,46.13275113901594
27,-114.11087550521474,13.42328832718922
28,-111.75633524224102,-19.406241204410552
29,-108.04224110128291,-52.06262685026142
30,-75.66598339675079,-83.48270359226487
31,59.214586602071826,-62.34439621763736
32,64.55670999441261,-29.810797112120625
33,98.1936323064438,19.059604610011213
34,101.81413968380626,51.72337127910918
35,132.11774258166093,83.24246967714978
36,-90.77889759396925,62.695140876089994
37,-85.44025563292084,30.160719650593343
38,-82.97992944849707,-2.6464706026422857
39,-80.37045080579966,-35.43000522705
40,-73.46967349519166,-67.87715346404502
41,77.069931343867,-78.56146148641847
42,92.705807513957,-46.4829486588141
43,95.87767126586148,-13.77278544394468
44,127.04258900634738,3.0573974829024095
45,129.63531114881556,35.84091538911191
46,136.61210904796803,68.28572535648203
47,-72.03967212143743,78.19357279954913
48,-57.190888238130285,46.079074690912556
49,-54.08477749211311,13.36309809546135
50,-51.79443086213859,-19.470850710996014
51,-48.17504586937215,-52.13362367051071
52,-16.1050797539852,-83.59759425190559
53,119.4359970070516,-62.29776648254607
54,124.62036880099886,-29.753308587050455
55,158.17226525367343,19.169897339202095
56,161.74501341874108,51.83664107918197
57,-167.79595409180106,83.36724245620017
58,-30.62934729583462,62.59655226507495
59,-25.400919105005375,30.054722857821826
60,-22.983045580235157,-2.755618208037589
61,-20.412328828054346,-35.54149883270588
62,-13.580640762304748,-67.99417296020168
63,137.54340233558125,-78.48131254070397
64,152.780721747774,-46.37954474020406
65,155.89357374395374,-13.664999616560959
