node x y z
0 -3593.6737187943017 6170.289142684447 387.09443100818174
1 -3151.506750644361 4874.449518166746 4176.667103742767
2 -1708.758656647469 2031.0066128455987 6640.177481958579
3 276.5082373232688 -1457.2665416470438 6995.478426904655
4 2173.9857196577136 -4482.867865720104 5129.764398997132
5 3381.23809664991 -6085.190316857786 1635.3864195912622
6 3514.9712686425173 -5755.507838293312 -2378.2151929465654
7 2532.7258984413243 -3598.4922875458196 -5636.750285389431
8 746.3579508710643 -298.9808612340464 -7105.6569895954935
9 -1276.9733725874773 3095.4548760217203 -6318.567805778134
10 -2894.8746729121867 5507.105561579598 -3525.377988492954
11 -5933.299954421 3237.0152318262753 2335.4838984228627
12 -4022.6573657281438 1869.5961166950183 5608.889290973037
13 -834.8494861553482 -91.40655555199173 7101.51196415723
14 2618.0172065071774 -2023.3882922591038 6339.454765607302
15 5239.681934129315 -3312.958542752451 3564.665471423991
16 6197.784669488828 -3550.687864168379 -341.8799232137774
17 5188.134563739505 -2661.0988766724486 -4139.880857839284
18 2531.2883916100095 -926.6297982591921 -6623.498871101176
19 -929.2239596265456 1102.037693848068 -7004.202792195125
20 -4094.7142692644347 2780.8160047848237 -5161.121816099168
21 -5960.161730279358 3576.7048825093793 -1679.4211301358932
22 -7140.463954593419 -27.06822770932546 387.0953683535607
23 -5797.149936552748 -292.06085566535154 4176.667818933471
24 -2613.281774360695 -464.32622555102387 6640.177747926612
25 1400.2848866242034 -489.17129959658183 6995.478159207048
26 4969.270990046136 -358.70794233946543 5129.763682625981
27 6960.548665319422 -114.35734789877611 1635.385481989348
28 6741.90132024052 166.30089648936604 -2378.216054097261
29 4382.747941983662 394.15978126811933 -5636.750796679647
30 632.1030591641666 496.87572049417605 -7105.656988694198
31 -3319.2300787131608 441.83712921940884 -6318.567292971483
32 -6216.731119158089 246.51837128945408 -3525.3771265934347
33 -5769.987092323051 -3519.881269059088 2335.4840624916183
34 -3630.4456748400034 -2548.926362535613 5608.889337507602
35 -338.2634070986198 -768.7053457601453 7101.511878383209
36 3061.315102341552 1255.57418688174 6339.454574757341
37 5488.94769700718 2881.217786651948 3564.665236091604
38 6173.878180924179 3592.0950968722354 -341.88012831222034
39 4898.645964936443 3162.5075943667152 -4139.880967586476
40 2068.1282672598104 1728.846275860645 -6623.498850653158
41 -1419.0055425757537 -253.71151978711828 -7004.202648044
42 -4455.615118857575 -2155.7177005424105 -5161.1215940119
43 -6077.598376774157 -3373.298742948906 -1679.4209006236183
44 -3546.790153401345 -6197.357359002948 387.0947849652124
45 -2645.6422968525962 -5166.510250927338 4176.667291533676
46 -904.5217042683481 -2495.3326429993226 6640.177443961079
47 1123.7781383761387 968.0954479030413 6995.478175182684
48 2795.2863623230955 4124.160074331758 5129.764013470637
49 3579.3109167821135 5970.833017082754 1635.386022662182
50 3226.9295453652376 5921.808664800098 -2378.2154752560527
51 1850.0208436895336 3992.6519029440105 -5636.750363448058
52 -114.25640423495267 795.8563726334762 -7105.656838620198
53 -2042.2580511120182 -2653.6179327357727 -6318.567473702506
54 -3321.85719666686 -5260.587294029756 -3525.3775807486577
55 163.31335923469723 -6756.896432160236 2335.482894768392
56 392.2128848103034 -4418.522314180567 5608.888536250046
57 496.58759070245634 -677.2985812353819 7101.5116979849345
58 443.2992452668287 3278.962665688945 6339.455072493527
59 249.26652166177539 6194.176434300127 3564.666253934528
60 -23.90656133781101 7142.782950980315 -341.87891352049553
61 -289.48948002833356 5823.606349216911 -4139.879941533739
62 -463.16153424478307 2655.4758792133366 -6623.498339103905
63 -489.78307388153445 -1355.7494197444978 -7004.202813411503
64 -360.90194820272933 -4936.533857201108 -5161.122383793145
65 -117.43700398086975 -6950.003674877837 -1679.4220640686408
