node x y z
0 -3594.633554443092 6167.791870578616 416.83815863733395
1 -3144.1992851402047 4858.420132758544 4200.7815545360445
2 -1695.5039586558514 2006.5343307439082 6651.006488173684
3 291.5018948432293 -1482.41194378782 6989.583855582393
4 2185.9579563835514 -4500.702900389191 5109.017734883269
5 3386.387812012954 -6090.052486564082 1606.3745819530282
6 3511.663464401151 -5745.853438509516 -2406.2811506468806
7 2522.0107790703537 -3577.3865219885597 -5654.95961988656
8 731.6374910613567 -273.12466134153794 -7108.228365847606
9 -1291.0255308561384 3117.8523494747847 -6304.684829993661
10 -2903.7970686773074 5518.933269024853 -3499.4484073910457
11 -5925.765118893601 3230.393750257143 2363.6126954311926
12 -4002.9308767578486 1856.7246684488357 5627.247897638082
13 -809.1943646095151 -106.44137660236898 7104.271652578554
14 2641.455640808175 -2035.8130366611501 6325.739354210161
15 5253.462143902971 -3318.8284419475663 3538.829506418512
16 6197.531535498318 -3548.1392666368397 -371.6337054865604
17 5173.928454238257 -2650.940944122988 -4164.105841737942
18 2507.6396459890952 -912.0876025037433 -6634.503795403441
19 -954.8070317265368 1116.3471084073956 -6998.493671192109
20 -4114.109223213106 2790.349500130935 -5140.511255370607
21 -5967.210805236203 3578.4356412303423 -1650.4528370858407
22 -7138.781167410324 -29.148110863010455 416.83909540828574
23 -5779.614345648832 -293.7471016961063 4200.782267127797
24 -2585.4608059473862 -465.083463258529 6651.006750343391
25 1429.5582716492488 -488.75911135909024 6989.583584093024
26 4990.702698773321 -357.2571950099979 5109.017015930782
27 6967.334281657085 -112.32864350394775 1606.3736437997563
28 6731.886458946324 168.26345863833754 -2406.282010143901
29 4359.112250756888 395.43310155573704 -5654.9601278431
30 602.3507029675005 497.0555287259725 -7108.22836099105
31 -3345.6529370073804 440.86633755225307 -6304.684313865933
32 -6231.435408736442 244.70519921838175 -3499.447543859053
33 -5760.4852995990495 -3516.666655635092 2363.6128587921376
34 -3609.4354267680915 -2538.278449197108 5627.247943207494
35 -312.41530899031 -754.0047697575454 7104.271565888467
36 3083.7944619708055 1269.6600965369153 6325.739162784066
37 5500.921280306654 2890.2168531704624 3538.829271032841
38 6171.544459797588 3593.150180218826 -371.63391009852046
39 4882.745879352194 3155.2837130337025 -4164.105950613339
40 2043.7099820462656 1715.6369611297537 -6634.503773975105
41 -1444.189394394652 -268.71240382138785 -6998.493526263387
42 -4473.5688422699195 -2167.7474791903587 -5140.511032955343
43 -6082.621791451479 -3378.5380464881655 -1650.4526077993096
44 -3544.147524238127 -6196.939969175527 416.83851174236383
45 -2635.4141663196897 -5152.167110840085 4200.781740811969
46 -889.9554315414345 -2471.617598286155 6651.006448479214
47 1138.05786462663 993.6530381081901 6989.583602520242
48 2804.7458299083587 4143.445855720057 5109.017348798882
49 3580.94681158123 5977.7238903302405 1606.3741854254697
50 3220.222482338169 5914.116826339276 -2406.281431722912
51 1837.1002679575315 3972.8194571382587 -5654.959696271411
52 -129.28830116940324 770.1799808967545 -7108.228213289625
53 -2054.628748182538 -2676.986197447769 -6304.6844969289305
54 -3327.639084960727 -5274.228172783238 -3499.447999565263
55 165.28032241891384 -6747.060336339261 2363.611692477985
56 393.49664781989276 -4395.002952055378 5627.247145770214
57 496.7805678525099 -647.5631841008536 7104.271390508764
58 442.34016767571563 3305.4733193428756 6325.739665143754
59 247.45988968815584 6209.045399253662 3538.8302916362695
60 -25.987154807364384 7141.289435919797 -371.63269528572874
61 -291.1834612680085 5806.224534621381 -4164.104927285662
62 -463.9310761800824 2627.724368402839 -6634.503267031851
63 -489.383852385324 -1385.0597181704338 -6998.493696655455
64 -359.4607132792916 -4958.097130588917 -5140.511826584457
65 -115.41133753511697 -6956.973736285703 -1650.453772693833
