node x y z
0 -3588.2589090769784 6180.680913982845 245.72838858763416
1 -3185.464467479976 4949.423418644768 4061.1359186061777
2 -1771.3075648744764 2146.7589588417413 6587.161489082469
3 205.2269741174772 -1337.486302119562 7021.809829434083
4 2116.6033988916374 -4397.089112384529 5227.083162677803
5 3355.9731997226754 -6060.647197814454 1772.794524576092
6 3529.8452218152893 -5799.992620425086 -2244.343849110986
7 2583.0163266760796 -3697.881366840314 -5548.918908481185
8 816.0979985384528 -421.7189072649365 -7091.7514211960915
9 -1209.925677862221 2988.3363256436505 -6383.002965602338
10 -2851.806500467958 5449.615889735874 -3647.696168573662
11 -5967.675094040489 3267.694364331463 2201.324263548021
12 -4115.39427189899 1930.2863973736034 5520.355551133948
13 -956.5048464159757 -19.97386199842768 7086.712956203293
14 2506.0681094638194 -1963.8925613145234 6403.089069999098
15 5172.98214761997 -3284.2892486150117 3686.5296461356343
16 6197.510904452042 -3561.9473051591654 -200.4768926021217
17 5254.373738640129 -2708.7122598322935 -4023.8334344407444
18 2643.010036440737 -995.4802108549353 -6569.6512918928765
19 -807.4906777120477 1033.8097713418067 -7029.651283106889
20 -4001.6188071477504 2734.872455688317 -5257.786661076954
21 -5925.261239401434 3567.632459039163 -1816.6119239004104
22 -7146.756106317901 -17.1829553081982 245.7293284381321
23 -5879.058112646668 -283.9821312629526 4061.136645970774
24 -2744.8007076497493 -460.61898706357607 6587.161773028043
25 1260.9115281909137 -491.01256904975423 7021.809579809924
26 4866.293263006086 -365.51312969166406 5227.082458737815
27 6926.66127040198 -123.96585424883425 1772.7935898162477
28 6787.86326589508 156.93970401713034 -2244.34471791104
29 4493.966635216492 388.0180151406155 -5548.91943548357
30 773.267350707578 495.9033480612409 -7091.751439081274
31 -3192.9388540049786 446.342871858044 -6383.0024686919
32 -6145.4095327988325 255.07168754794893 -3647.6953146331543
33 -5813.743587946618 -3534.3114242180363 2201.324430939579
34 -3729.3734644362107 -2598.8937237907517 5520.355602241588
35 -460.95361646103055 -838.3456289654721 7086.712874800698
36 2953.8157477979094 1188.371279589188 6403.088881931019
37 5430.769482795767 2837.7887035045032 3686.529411112357
38 6183.492278989503 3586.228264913974 -200.47709996236753
39 4972.999967072732 3196.065691291331 -4023.833548302546
40 2183.615303149069 1791.1748430047542 -6569.651276105916
41 -1299.0517908359627 -182.40136209915832 -7029.651142683416
42 -4369.279119891926 -2098.0664235230297 -5257.786440600428
43 -6052.291200233228 -3347.6102197073 -1816.6116933705703
44 -3558.4971449347067 -6197.863862060184 245.72874650711628
45 -2693.5927807035455 -5233.405430403574 4061.1361135480465
46 -973.4917406161386 -2607.377752069604 6587.161459154057
47 1055.6860487529414 846.4739396956173 7021.809584137452
48 2749.6909767641414 4031.5761365065355 5227.0827798928985
49 3570.6884480407707 5936.681395732398 1772.7941258344167
50 3258.0175663434306 5956.932258399519 -2244.3441372117677
51 1910.949127384145 4085.899218696848 -5548.91899447111
52 -42.83215739828125 917.6220466422512 -7091.751277773966
53 -1983.014534844317 -2541.9936416137057 -6383.002638303675
54 -3293.603808788441 -5194.544309526102 -3647.695761313472
55 153.9319746728515 -6802.005723772728 2201.3232568017756
56 386.02198253890083 -4529.179958720799 5520.354783029674
57 495.55273844984214 -818.3715584313827 7086.712670608668
58 447.7490013112911 3152.2640293228783 6403.0893575884
59 257.78811989967164 6122.078060600434 3686.5304156012908
60 -14.018668136277148 7148.175564173884 -200.4758855600199
61 -281.3746280901342 5904.777832717168 -4023.8325095509495
62 -459.3961317234927 2786.654860539244 -6569.650742801363
63 -491.5626094725999 -1216.2113402975235 -7029.651284146333
64 -367.6614319295848 -4832.939033928523 -5257.78721191734
65 -127.03034752046852 -6915.242732202645 -1816.6128496538063
