node x y z
0 -3593.423966210973 6170.8966479337005 379.65742397747
1 -3153.3250339180317 4878.443592216092 4170.627092900009
2 -1712.0676836861244 2037.1191654051497 6637.452128069674
3 272.75905922393366 -1450.9762028257128 6996.9330105729005
4 2170.9867280538115 -4478.396878767357 5134.937100185455
5 3379.9414501858173 -6083.958188540633 1642.6349422209319
6 3515.7886434089182 -5757.905760646646 -2371.1922035948555
7 2535.3977837251796 -3603.7589371653708 -5632.182578812779
8 750.0360419733898 -305.4441140779723 -7104.994780358112
9 -1273.4568436035204 3089.847057064204 -6322.021340633945
10 -2892.636179152398 5504.133619404544 -3531.85079452675
11 -5935.1674997702585 3238.661785631777 2328.445315647168
12 -4027.578039381323 1872.8088927424574 5604.284342175908
13 -841.261008995382 -87.6475909572864 7100.802688044743
14 2612.150447680345 -2020.2765838163766 6342.866352333666
15 5236.222593790666 -3311.4820359059872 3571.114766308706
16 6197.831063753352 -3551.3153394094315 -334.4405257280694
17 5191.671962756022 -2663.631115045511 -4133.813313890024
18 2537.1936961848437 -930.2628319727593 -6620.729583021037
19 -922.8256419710169 1098.4573273282642 -7005.610989382697
20 -4089.854359175489 2778.4250465311593 -5166.260405897244
21 -5958.383214871754 3576.2624448736897 -1686.6586465911223
22 -7140.865194261601 -26.548181741329266 379.65836146390194
23 -5801.518048577739 -291.6384971223878 4170.627808738504
24 -2620.2299140381647 -464.1356502862407 6637.452394986566
25 1392.9627045486427 -489.2730139100075 6996.932743823963
26 4963.899506645408 -359.06965265526617 5134.936384461592
27 6958.8332886201715 -114.86421374740819 1642.6340047594117
28 6744.386670224484 165.80980143350033 -2371.193065156624
29 4388.644937591578 393.84037621534554 -5632.183090935022
30 639.5394459566995 496.82941429194165 -7104.994780445634
31 -3312.6153009996406 442.07862375973923 -6322.020828658962
32 -6213.038095709839 246.97099376211312 -3531.8499330376985
33 -5772.346823350471 -3520.675332677558 2328.445479892429
34 -3635.688357947882 -2551.5814021181477 5604.284388951635
35 -344.7245274432347 -772.3784049989033 7100.802602499973
36 3055.6869048175226 1252.0492783424677 6342.86616162826
37 5485.939335250672 2878.9601623675667 3571.114530990281
38 6174.444788536813 3591.8215366014256 -334.4407309475749
39 4902.607648004668 3164.304951562574 -4133.813423854866
40 2074.22721940138 1732.1439023130063 -6620.729562818156
41 -1412.7056955726518 -249.9605971769638 -7005.610845426365
42 -4451.114533903832 -2152.704373200433 -5166.2601838925775
43 -6076.325957792977 -3371.9797210150314 -1686.6584170230365
44 -3547.4411472359175 -6197.444818503055 379.6577781465372
45 -2648.1921268896276 -5170.081966611509 4170.6272810691535
46 -908.1608174873204 -2501.2546203743686 6637.452090496519
47 1120.2051347095041 961.7033948110029 6996.9327591866595
48 2792.9138716273183 4119.327377215361 5134.9367147994835
49 3578.8921880898843 5969.094023130248 1642.634545192552
50 3228.5975220777436 5923.715492304259 -2371.1924862119386
51 1853.245954985915 3997.5991476452687 -5632.182657289638
52 -110.49810840375031 802.2733192947403 -7104.994629778898
53 -2039.1598031175517 -2647.768619339474 -6322.021008806497
54 -3320.4026683561983 -5257.162729572474 -3531.850386803935
55 162.8211720582743 -6759.337049791357 2328.444311820115
56 391.89087437535466 -4424.390129946118 5604.2835867411895
57 496.5379930468611 -684.7306050898028 7100.802420847544
58 443.5378072957982 3272.326048807259 6342.86665820721
59 249.71750161671056 6190.4423033590165 3571.1155481403025
60 -23.38634640613007 7143.136866169476 -334.43951616442735
61 -289.0651946850524 5827.935944964429 -4133.812397123659
62 -462.9678860885366 2662.4065394608356 -6620.729050118793
63 -489.88154483367833 -1348.4181306558926 -7005.611009537271
64 -361.2612744317204 -4931.129571756615 -5166.260972709701
65 -117.94310194788119 -6948.242215521227 -1686.6595801025119
