node x y z
0 -3586.9389534526704 6182.55887771241 215.9529296474132
1 -3192.4541814765407 4964.960210615431 4036.6084038680915
2 -1784.387763684964 2171.0217573805417 6575.669231172723
3 190.20916119512808 -1312.200764115949 7027.001539038606
4 2104.4160213494774 -4378.808814573175 5247.310508680029
5 3350.4856638184447 -6055.176005588053 1801.6354675399084
6 3532.799781425507 -5809.067598657924 -2216.0461047962244
7 2593.4749300004196 -3718.6212740641968 -5530.148696693109
8 830.7401129183993 -447.53896947746205 -7088.468151553434
9 -1195.7488202860654 2965.6337957591177 -6396.249053018169
10 -2842.5959518071336 5437.23878500926 -3673.2660738858367
11 -5974.613185061204 3273.989683573303 2172.967979687777
12 -4134.712698707144 1942.9673100538407 5501.438896435368
13 -982.0701449974608 -4.93345605672105 7083.24183487448
14 2482.372740772856 -1951.2678847274087 6416.165538536179
15 5158.679820955435 -3278.0885469971963 3712.0020181719983
16 6197.142507474514 -3564.1392574622414 -170.6959152088407
17 5268.056234787002 -2718.6009366876287 -3999.1991015905824
18 2666.3993298612804 -1009.9260272310132 -6557.984830207881
19 -781.8205224180081 1019.39326007513 -7034.656711740768
20 -3981.8178829094227 2725.0623899960115 -5277.874791805119
21 -5917.616199757841 3565.5434654639216 -1845.4049171526171
22 -7147.72249673078 -15.100853290053374 215.9538699782111
23 -5896.008229420617 -282.2670010032311 4036.6091337592966
24 -2772.3530084728413 -459.81537030120825 6575.669518889034
25 1231.5047041547552 -491.37560842870704 7027.001293232128
26 4844.368374609652 -366.9275627742339 5247.309807392581
27 6919.179314797278 -125.98260852521149 1801.634533425301
28 6797.199711121632 154.96093377999054 -2216.0469751632036
29 4517.157225883038 386.7054745116827 -5530.149226977094
30 802.949238134372 495.6737594162322 -7088.4681733930065
31 -3166.1894593537495 447.2691279695539 -6396.248559479419
32 -6130.085374722741 256.859708645186 -3673.2652216638303
33 -5822.664543586076 -3537.1723228647284 2172.9681477705203
34 -3750.0146728602226 -2609.2835126188274 5501.4389485032525
35 -486.76163983878115 -852.9656234327565 7083.241754396317
36 2931.0347745380764 1174.1628244261133 6416.165351063218
37 5418.248357701184 2828.502871767768 3712.001783225581
38 6185.206370807655 3584.813242569439 -170.6961230348875
39 4988.405063762553 3202.9707379353163 -3999.1992163129576
40 2207.8203953587517 1804.2076551165233 -6557.984815403041
41 -1273.731648857984 -167.3786102796428 -7034.656572109144
42 -4350.882894320086 -2085.8233495527716 -5277.874571678765
43 -6046.659562705065 -3342.0339130664292 -1845.4046864200968
44 -3560.783497309975 -6197.659724647795 215.9532883832003
45 -2703.5531887019974 -5247.227092836464 4036.608600305736
46 -987.9638450751447 -2630.836934184529 6575.66920294466
47 1041.2970387441112 820.8253624654852 7027.001295107048
48 2739.9534702154056 4011.881406207576 5247.31012649152
49 3568.6940344794175 5929.193450078217 1801.6350684366007
50 3264.399457983338 5964.028467228023 -2216.0463941018506
51 1923.6811187219337 4105.326585844401 -5530.148784348561
52 -27.792383652406983 943.212520306724 -7088.468009728727
53 -1970.4420005887093 -2518.3648560071374 -6396.248726741644
54 -3287.4902048159724 -5180.379184454501 -3673.265666747985
55 151.94910401807584 -6811.161942495784 2172.9669723410684
56 384.69919689628676 -4552.250660786022 5501.438125552312
57 495.3100129145629 -848.0319589428573 7083.241545205
58 448.66339952578136 3125.4308979571724 6416.165822048287
59 259.5693268916595 6106.591527995261 3712.0027848526042
60 -11.936173001340519 7148.952495008775 -170.69490877541176
61 -279.6520223033836 5921.571556941578 -3999.1981749398333
62 -458.5803304508707 2814.1334893707076 -6557.984277544878
63 -491.9126238539875 -1186.7720773582835 -7034.656708532108
64 -369.06613487197495 -4810.885894856824 -5277.875339069529
65 -129.04375576480905 -6907.577432833716 -1845.4058411375154
