node x y z
0 -3586.599188982429 6183.011522010018 208.5084561401251
1 -3194.1929150718406 4968.830889321918 4030.4655084276806
2 -1787.6529597146007 2177.081557355511 6572.778239697893
3 186.4541793997908 -1305.8757865480543 7028.280320895848
4 2101.363433977026 -4374.226795100005 5252.353059665107
5 3349.1046457910797 -6053.791703017336 1808.840813344025
6 3533.5287962091106 -5811.320519274848 -2208.9656105553363
7 2596.0825205521705 -3723.7961314912654 -5525.441060908549
8 834.3983876624698 -453.99278304537614 -7087.628015324236
9 -1192.201337732783 2959.950066257703 -6399.543153660985
10 -2840.285562089993 5434.129683531732 -3679.648557721574
11 -5976.331431295531 3275.5545958171565 2165.8729679116045
12 -4139.531051182881 1946.132252138522 5496.694728059672
13 -988.4588108484122 -1.173330880686423 7082.354749837853
14 2476.4421178142115 -1948.106389635637 6419.417180069906
15 5155.090171774687 -3276.5294343432683 3718.3600130641216
16 6197.033520323301 -3564.6775344976154 -163.25018541312332
17 5271.462512315768 -2721.0657042568573 -3993.029603492399
18 2672.23940302225 -1013.5347390460818 -6555.050335861813
19 -775.4008355894593 1015.7863445175664 -7035.888902367548
20 -3976.8567876220186 2722.602440900231 -5282.882455586986
21 -5915.688808711909 3565.0114992866665 -1852.59815622129
22 -7147.944616938309 -14.580285215902189 208.50939658843623
23 -5900.229703118366 -281.83744807190953 4030.46623894855
24 -2779.233547589285 -459.6132125333347 6572.778528356107
25 1224.1496221735226 -491.46502948720314 7028.2800760444625
26 4838.873936324147 -367.2801721048459 5252.352359042708
27 6917.289965541302 -126.48645515688867 1808.8398793932724
28 6799.515305934453 154.46581759279556 -2208.966481311677
29 4522.942579772796 386.3762846600805 -5525.441592011491
30 810.3675421184278 495.6150113521622 -7087.628038152349
31 -3159.493464375102 447.49947378826425 -6399.542660966504
32 -6126.237619843584 257.30601517678195 -3679.647705931515
33 -5824.878921397077 -3537.8779104281557 2165.8731361666864
34 -3755.16476997083 -2611.8738564201135 5496.694780367475
35 -493.21233680522414 -856.6183076174882 7082.354669591018
36 2925.3315284241967 1170.607501277955 6419.416992746236
37 5415.103302783813 2826.17369963501 3718.35977813756
38 6185.618039801165 3584.449717147088 -163.2503933550548
39 4992.242754670215 3204.6882759764217 -3993.0297184296055
40 2213.865668433212 1807.4609504285775 -6555.050321302544
41 -1267.3981251040077 -163.62245597153117 -7035.888762934268
42 -4346.271968927938 -2082.7568887017096 -5282.882235548776
43 -6045.235171907514 -3340.630725326052 -1852.5979254387278
44 -3561.3453835723944 -6197.591801090319 208.50881507901215
45 -2706.0359301120593 -5250.668218792443 4030.4657052387347
46 -991.5791887773678 -2636.6945764767743 6572.778211894996
47 1037.6969388303853 814.4109638766392 7028.280077306223
48 2737.511620375694 4006.946777552114 5252.352677626738
49 3568.185704784543 5927.305301087826 1808.8404141513956
50 3265.9860395197366 5965.786271866131 -2208.9659001613873
51 1926.8588830620483 4110.172253558462 -5525.441148980145
52 -24.032354233552574 949.6075858353757 -7087.62787389927
53 -1967.293488864503 -2512.450780783868 -6399.542827640883
54 -3285.95284101253 -5176.823776633144 -3679.648150615415
55 151.45297093112953 -6813.432442511871 2165.871960417525
56 384.36745125153317 -4558.005946811661 5496.6939564840195
57 495.2479816102088 -855.4447683298127 7082.354459150444
58 448.89077706266664 3118.7140798128476 6419.417462561939
59 260.01392250839626 6102.703243395621 3718.3607790463743
60 -11.41551527170386 7149.1272468409015 -163.24917913460627
61 -279.220607611215 5925.753862733504 -3993.028676403936
62 -458.37512991270296 2820.9954965842603 -6555.04978230744
63 -491.99878719081124 -1179.4090075287818 -7035.888898096868
64 -369.41630583314975 -4805.359485057274 -5282.883001955909
65 -129.5467575443516 -6905.642279127731 -1852.5990797615439
