node x y z
0 -3588.895420514661 6179.701507384684 260.61454340913053
1 -3181.9487693924493 4941.622635667378 4073.3731422031133
2 -1764.755866563794 2134.6134929627447 6592.864549426907
3 212.73455472976127 -1350.1203512993457 7019.168045162563
4 2122.683258007153 -4406.200523518442 5216.935281630578
5 3358.695025030478 -6063.343162245634 1758.3624272841532
6 3528.3448530116502 -5795.4171884954085 -2258.4780737297733
7 2577.7701202550543 -3687.4872058589954 -5558.267743978016
8 808.7715879707946 -408.8060899019111 -7093.346678356435
9 -1217.0062089872247 2999.6680711132303 -6376.338161549336
10 -2856.393133546761 5455.768814191702 -3634.8873315028854
11 -5964.167011374586 3264.5253265811775 2215.4880393586413
12 -4105.708122070694 1923.933302815277 5529.777795054789
13 -943.7159135567075 -27.49395073134761 7088.4021723638825
14 2517.8994295335233 -1970.1920691837427 6396.508944203879
15 5180.099494374092 -3287.368126382249 3673.7693218316426
16 6197.6545705849185 -3560.828030887634 -215.36610260851228
17 5247.498111169664 -2703.75019519479 -4036.1243111746357
18 2631.298078507946 -988.2507763135939 -6575.4415688344425
19 -820.320502216247 1041.0112814008535 -7027.102588239325
20 -4011.4931195944832 2739.759612704762 -5247.708187012494
21 -5929.04501535742 3568.653625191285 -1802.203514943425
22 -7146.226169078385 -18.22389620726525 260.61548301333175
23 -5870.544585760695 -284.8378409716129 4073.3738682996454
24 -2731.0065757499083 -461.01778379548574 6592.864831485251
25 1275.606725691101 -490.82783766029513 7019.167793631189
26 4877.223904731615 -364.8035210917399 5216.934576368919
27 6930.356954837217 -122.95666415506595 1758.3614922078023
28 6783.150639344297 157.92806488056766 -2258.478941740681
29 4482.341923311735 388.67174918300475 -5558.26826933615
30 758.4213173423175 496.0148993431873 -7093.3466942643
31 -3206.292698134332 445.87682363571344 -6376.337662956297
32 -6153.031436534962 254.17600683899192 -3634.8864767087102
33 -5809.245077547894 -3532.8578567885397 2215.4882064035114
34 -3719.0284469988283 -2593.6818208520363 5529.77784568197
35 -448.0465619269574 -831.0301328750317 7088.402090499602
36 2965.1869408109933 1195.4677505114632 6396.508755839468
37 5436.9945408512185 2842.4130698820586 3673.7690867714705
38 6182.594790138874 3586.9123230961463 -215.36630973450158
39 4965.264877684745 3192.592257638605 -4036.1244246054043
40 2171.498449450879 1784.646708159762 -6575.441552556523
41 -1311.7033934087776 -189.91156144872969 -7027.102447420842
42 -4378.448676914449 -2104.174252148224 -5247.70796636232
43 -6055.067442139802 -3350.3764851754727 -1802.2032845164322
44 -3557.3306930888025 -6197.925395923041 260.6149009181196
45 -2688.594949300214 -5226.460356774651 4073.3733363958168
46 -966.249305812947 -2595.631082754538 6592.864518648514
47 1062.8736650785781 859.2927201872922 7019.167799184996
48 2754.541757214105 4041.397155941887 5216.9348985499755
49 3571.662304096173 5940.386549832709 1758.3620287259007
50 3254.80530558762 5953.345186917309 -2258.478361226247
51 1904.5706199103417 4076.1587914826814 -5558.267829134611
52 -50.35178053552491 904.8207805140578 -7093.346534136535
53 -1989.287846430045 -2553.7914351096492 -6376.337833741741
54 -3296.6390767192856 -5201.592914314058 -3634.886924184189
55 154.9224054206302 -6797.383118176104 2215.487032919213
56 386.68085215368575 -4517.61496094636 5529.777028344931
57 495.67086048428934 -803.535973558143 7088.4018888085575
58 447.28887285407404 3165.6600079208997 6396.509233829899
59 256.8958284848444 6129.781304369827 3673.770092684793
60 -15.059826289136842 7147.740347646384 -215.36509526866055
61 -282.2340926239653 5896.342334065165 -4036.123387171368
62 -459.80102872149007 2772.897290982364 -6575.441021532268
63 -491.3843869987648 -1230.9230496313135 -7027.102591402817
64 -366.95667436010024 -4843.934019273716 -5247.708739637265
65 -126.02281040406658 -6919.030163398996 -1802.2044415750163
