node x y z
0 -3595.3122904959355 6165.848321992869 439.1412118972647
1 -3138.6826927910047 4846.342472419757 4218.819336496238
2 -1685.5435169971001 1988.157130472975 6659.052130510656
3 302.7438159619959 -1501.2540527519702 6985.082923701948
4 2194.912126438744 -4514.027681582422 5093.399242855383
5 3390.211345279191 -6093.629416105946 1584.597290641563
6 3509.142416082198 -5738.546866543848 -2427.3031051215225
7 2513.945564194601 -3561.5162334886895 -5668.55191551271
8 720.5887583657712 -253.72936077207444 -7110.075544802535
9 -1301.5498868073232 3134.6147912236825 -6294.200426010722
10 -2910.455639231136 5527.740895135665 -3479.961144655562
11 -5920.046163001464 3225.390659993773 2384.682267799332
12 -3988.090176537925 1847.0498192482105 5640.952464701049
13 -789.9437375222533 -117.71628847826975 7106.260111125702
14 2659.0042566810002 -2045.1083063564483 6315.380382702546
15 5263.737187014334 -3323.1928870112415 3519.412005116808
16 6197.270752260344 -3546.187206598871 -393.94481711657215
17 5163.214641486398 -2643.2921442528336 -4182.226943396514
18 2489.874363571883 -901.1705027163387 -6642.681565351562
19 -973.9834321651254 1127.06640606609 -6994.131725252614
20 -4128.6083700277895 2797.4676943932222 -5124.994480559247
21 -5972.429321759394 3579.692755712703 -1628.7076997689303
22 -7137.4373700458655 -30.707691603399585 439.1421482266737
23 -5766.3964864229365 -295.00842580851673 4218.820047130617
24 -2564.565461771345 -465.64606924936066 6659.052389828611
25 1451.49697663899 -488.4443758014382 6985.0826493718605
26 5006.719380754002 -356.16504421960144 5093.398521975118
27 6972.343757268304 -110.80582763998896 1584.59635208551
28 6724.298255076786 169.73345629875448 -2427.3039633684475
29 4341.33556851948 396.3835671419368 -5668.552420963174
30 580.0295133685692 497.18469613000565 -7110.075536979584
31 -3365.431813984165 440.1331970359922 -6294.1999073980905
32 -6242.392319401818 243.34251771561654 -3479.9602799090953
33 -5753.293015607982 -3514.2154432551083 2384.6824306275475
34 -3593.6364096645407 -2530.2634527217097 5640.952509546073
35 -293.0256350741327 -742.9706939364144 7106.260023749556
36 3100.618708232112 1280.210010593625 6315.380190846539
37 5509.838519599569 2896.9330822918764 3519.411769693867
38 6169.723531652813 3593.900369113502 -393.9450213613274
39 4870.7649155896315 3149.829682028162 -4182.227051616816
40 2025.372854007084 1705.710326531915 -6642.681543188231
41 -1463.0607781219671 -279.9600056649597 -6994.1315797423495
42 -4486.982950690771 -2176.7450141660865 -5124.994257900529
43 -6086.319739921808 -3382.4288608147995 -1628.707470654331
44 -3542.1249860733337 -6196.556000673851 439.14156435925105
45 -2627.712895603362 -5141.350774082767 4218.81952163379
46 -879.0205273114278 -2453.8030037690564 6659.052089543908
47 1148.7546475396298 1012.8098824977993 6985.082669637553
48 2811.8083385093296 4157.862787244269 5093.398856356993
49 3582.1327492906667 5982.823635095288 1584.5968944196843
50 3215.15532231276 5908.280251415332 -2427.3033852692424
51 1827.3887977025022 3957.899633824408 -5668.551990641351
52 -140.5607584660511 750.9138476767093 -7110.075391059281
53 -2063.883266976495 -2694.4817794046367 -6294.200092207974
54 -3331.9374209242187 -5284.398479823497 -3479.960736773331
55 166.753655002804 -6739.606033075814 2384.6812653835505
56 394.4549676207944 -4377.313105975871 5640.951714983133
57 496.919615104801 -625.2541963450495 7106.259852135791
58 441.61579585925466 3325.318502790284 6315.380696668108
59 246.10208173650256 6220.126072867491 3519.4127923559954
60 -27.54730446337275 7140.087564119949 -393.94380654663905
61 -292.45061613607993 5793.121703212291 -4182.226030344649
62 -464.5029235428926 2606.880633776711 -6642.681039705281
63 -489.07883474566125 -1407.0266175445972 -6994.131753900897
64 -358.37567158259714 -4974.212859370514 -5124.995054406466
65 -113.89076485355291 -6962.121664454872 -1628.708636622649
