Node,back_link,front_link,left_link,right_link
0,"(0, 1, '0.013440749433918204', '4029.435310156447')","(0, 10, '0.013440107107489193', '4029.242745537455')","(0, 55, '0.021329940211504424', '6394.555204999951')","(0, 11, '0.014176826411446998', '4250.105636527015')"
1,"(1, 2, '0.013440749433918205', '4029.4353101564475')","(1, 0, '0.013440107107489174', '4029.2427455374495')","(1, 56, '0.021325680981640907', '6393.27832000998')","(1, 12, '0.011742595638224848', '3520.341609683506')"
2,"(2, 3, '0.013440749433918207', '4029.435310156448')","(2, 1, '0.013440107107489174', '4029.2427455374495')","(2, 57, '0.013418461791596838', '6666')","(2, 13, '0.008000123727672791', '6666')"
3,"(3, 4, '0.013440749433918198', '4029.435310156445')","(3, 2, '0.013440107107489177', '4029.2427455374504')","(3, 58, '0.014276933477137042', '6666')","(3, 14, '0.008106080104567637', '6666')"
4,"(4, 5, '0.013440749433918197', '4029.4353101564448')","(4, 3, '0.013440107107489174', '4029.2427455374495')","(4, 59, '0.021315490956187264', '6390.22342723215')","(4, 15, '0.011874911856214167', '3560.009013907788')"
5,"(5, 6, '0.013440749433918214', '4029.4353101564498')","(5, 4, '0.01344010710748917', '4029.2427455374486')","(5, 60, '0.021311231107508308', '6388.946356725978')","(5, 16, '0.014208165717953', '4259.500924256465')"
6,"(6, 7, '0.013440749433918198', '4029.4353101564457')","(6, 5, '0.013440107107489186', '4029.242745537453')","(6, 61, '0.02130697107659338', '6387.669231586835')","(6, 17, '0.013309031101085632', '3989.947147392908')"
7,"(7, 8, '0.013440749433918204', '4029.435310156447')","(7, 6, '0.013440107107489168', '4029.242745537448')","(7, 62, '0.021302710863533417', '6386.392051841985')","(7, 18, '0.00978345510509722', '2933.0060536897445')"
8,"(8, 9, '0.013440749433918216', '4029.4353101564507')","(8, 7, '0.013440107107489177', '4029.2427455374504')","(8, 63, '0.00492486004516006', '6666')","(8, 19, '0.00726743032960111', '6666')"
9,"(9, 10, '0.013440749433918174', '4029.435310156438')","(9, 8, '0.01344010710748919', '4029.242745537454')","(9, 64, '0.021338458123332342', '6666')","(9, 20, '0.009929125490489061', '6666')"
10,"(10, 0, '0.01344074943391822', '4029.4353101564516')","(10, 9, '0.013440107107489148', '4029.242745537442')","(10, 65, '0.021334199258763176', '6395.832035246391')","(10, 21, '0.013398375920825416', '4016.732050512265')"
11,"(11, 12, '0.013440749433918207', '4029.435310156448')","(11, 21, '0.013440107107489184', '4029.2427455374527')","(11, 0, '0.01417648114209296', '4250.002127378696')","(11, 22, '0.01338260463017894', '4012.0039365235257')"
12,"(12, 13, '0.013440749433918205', '4029.4353101564475')","(12, 11, '0.013440107107489174', '4029.2427455374495')","(12, 1, '0.011742250367476078', '3520.2381001170565')","(12, 23, '0.010770415200066046', '3228.8892465083613')"
13,"(13, 14, '0.013440749433918207', '4029.435310156448')","(13, 12, '0.013440107107489174', '4029.2427455374495')","(13, 2, '0.007999778461024863', '6666')","(13, 24, '0.0064898140373239235', '6666')"
14,"(14, 15, '0.013440749433918207', '4029.435310156448')","(14, 13, '0.013440107107489177', '4029.2427455374504')","(14, 3, '0.008105734839692241', '6666')","(14, 25, '0.006619972953057904', '6666')"
15,"(15, 16, '0.013440749433918193', '4029.435310156444')","(15, 14, '0.013440107107489177', '4029.2427455374504')","(15, 4, '0.011874566587786468', '3559.9055050371785')","(15, 26, '0.010914512701898724', '3272.0885907744396')"
