Node,back_link,front_link,left_link,right_link
45,"(45, 46, '0.013440749433918209', '4029.4353101564484')","(45, 44, '0.013440107107489174', '4029.2427455374495')","(45, 34, '0.0105711964082571', '3169.164955232168')","(45, 56, '0.011559894852632455', '3465.5692920922315')"
46,"(46, 47, '0.01344074943391821', '4029.435310156449')","(46, 45, '0.01344010710748918', '4029.2427455374514')","(46, 35, '0.006323622057217976', '6666')","(46, 57, '0.007865687783206942', '6666')"
47,"(47, 48, '0.013440749433918205', '4029.4353101564475')","(47, 46, '0.01344010710748918', '4029.2427455374514')","(47, 36, '0.006805356144066209', '6666')","(47, 58, '0.008257957101804195', '6666')"
48,"(48, 49, '0.013440749433918197', '4029.4353101564448')","(48, 47, '0.013440107107489172', '4029.242745537449')","(48, 37, '0.011105411815333878', '3329.3187052211856')","(48, 59, '0.012050366206146936', '3612.6089047409246')"
49,"(49, 50, '0.013440749433918214', '4029.43531015645')","(49, 48, '0.013440107107489167', '4029.2427455374473')","(49, 38, '0.013453366307720682', '4033.2177537659677')","(49, 60, '0.014243394701036596', '4270.0623076879365')"
50,"(50, 51, '0.013440749433918204', '4029.435310156447')","(50, 49, '0.013440107107489182', '4029.2427455374523')","(50, 39, '0.01232413123452235', '3694.6815955120296')","(50, 61, '0.013182006834378033', '3951.8662302509897')"
51,"(51, 52, '0.01344074943391821', '4029.435310156449')","(51, 50, '0.01344010710748917', '4029.2427455374486')","(51, 40, '0.008368813026036105', '2508.9070276177818')","(51, 62, '0.009587382571240761', '2874.2249868186277')"
52,"(52, 53, '0.01344074943391822', '4029.4353101564516')","(52, 51, '0.013440107107489179', '4029.242745537451')","(52, 41, '0.005580686562737209', '6666')","(52, 63, '0.007281824973313928', '6666')"
53,"(53, 54, '0.013440749433918181', '4029.4353101564398')","(53, 52, '0.01344010710748919', '4029.242745537454')","(53, 42, '0.00898212627189746', '6666')","(53, 64, '0.010127174261091698', '6666')"
54,"(54, 44, '0.013440749433918221', '4029.435310156452')","(54, 53, '0.01344010710748915', '4029.2427455374423')","(54, 43, '0.01267777391679262', '3800.7010044835474')","(54, 65, '0.01351322191566877', '4051.162013597809')"
55,"(55, 56, '0.013440749433918209', '4029.4353101564484')","(55, 65, '0.013440107107489186', '4029.242745537453')","(55, 44, '0.014126867441960162', '4235.128314265409')","(55, 0, '0.020198581327828678', '6055.382344382663')"
56,"(56, 57, '0.013440749433918205', '4029.4353101564475')","(56, 55, '0.013440107107489177', '4029.2427455374504')","(56, 45, '0.011559549579701785', '3465.465781871665')","(56, 1, '0.020194276927334446', '6054.091917578281')"
57,"(57, 58, '0.013440749433918207', '4029.435310156448')","(57, 56, '0.013440107107489174', '4029.2427455374495')","(57, 46, '0.007865342525402013', '6666')","(57, 2, '0.012261610247557382', '6666')"
58,"(58, 59, '0.013440749433918204', '4029.435310156447')","(58, 57, '0.013440107107489175', '4029.24274553745')","(58, 47, '0.008257611844076772', '6666')","(58, 3, '0.015441675725907216', '6666')"
59,"(59, 60, '0.013440749433918193', '4029.435310156444')","(59, 58, '0.013440107107489179', '4029.242745537451')","(59, 48, '0.012050020935424292', '3612.505395182308')","(59, 4, '0.020183978936658842', '6051.0046576411805')"
60,"(60, 61, '0.013440749433918217', '4029.435310156451')","(60, 59, '0.013440107107489168', '4029.2427455374477')","(60, 49, '0.014243049428501822', '4269.958797586057')","(60, 5, '0.0201796739974054', '6049.714069320851')"
61,"(61, 62, '0.013440749433918188', '4029.435310156442')","(61, 60, '0.013440107107489191', '4029.2427455374545')","(61, 50, '0.01318166156083568', '3951.7627198470454')","(61, 6, '0.02017536889953658', '6048.423433448826')"
62,"(62, 63, '0.013440749433918198', '4029.435310156445')","(62, 61, '0.01344010710748917', '4029.2427455374486')","(62, 51, '0.00958703730227739', '6666')","(62, 7, '0.020171063643154026', '6666')"
63,"(63, 64, '0.013440749433918221', '4029.435310156452')","(63, 62, '0.013440107107489174', '4029.2427455374495')","(63, 52, '0.007281479725081747', '6666')","(63, 8, '0.005212527964046659', '6666')"
64,"(64, 65, '0.013440749433918193', '4029.435310156444')","(64, 63, '0.01344010710748919', '4029.242745537454')","(64, 53, '0.010126828994018226', '3035.9469558623914')","(64, 9, '0.02020718965164215', '6057.963054937964')"
65,"(65, 55, '0.013440749433918214', '4029.4353101564498')","(65, 64, '0.013440107107489167', '4029.2427455374473')","(65, 54, '0.013512876643693708', '4051.058503663727')","(65, 10, '0.020202885569296166', '6056.672723512026')"
