Node,back_link,front_link,left_link,right_link
0,"(0, 1, '0.0134407494339182', '4029.435310156446')","(0, 10, '0.013440107107489187', '4029.2427455374536')","(0, 55, '0.019776736121634803', '5928.916333122284')","(0, 11, '0.01410675685110549', '4229.099310801254')"
1,"(1, 2, '0.013440749433918205', '4029.4353101564475')","(1, 0, '0.01344010710748917', '4029.2427455374486')","(1, 56, '0.01977241662460644', '5927.621380490828')","(1, 12, '0.011491284825722859', '3445.0005234815576')"
2,"(2, 3, '0.013440749433918209', '4029.4353101564484')","(2, 1, '0.013440107107489175', '4029.24274553745')","(2, 57, '0.011836026113274617', '6666')","(2, 13, '0.007818733064678934', '6666')"
3,"(3, 4, '0.0134407494339182', '4029.435310156446')","(3, 2, '0.013440107107489177', '4029.2427455374504')","(3, 58, '0.015873038594295463', '6666')","(3, 14, '0.008316462201513096', '6666')"
4,"(4, 5, '0.013440749433918198', '4029.435310156445')","(4, 3, '0.013440107107489168', '4029.242745537448')","(4, 59, '0.019762082557078012', '5924.523304985342')","(4, 15, '0.012114182616871038', '3631.7405833726407')"
5,"(5, 6, '0.013440749433918216', '4029.4353101564507')","(5, 4, '0.013440107107489163', '4029.2427455374464')","(5, 60, '0.019757762553350378', '5923.228200449265')","(5, 16, '0.014254326335971118', '4273.339529394915')"
6,"(6, 7, '0.013440749433918198', '4029.4353101564457')","(6, 5, '0.013440107107489184', '4029.2427455374527')","(6, 61, '0.019753442400468262', '5921.9330511978005')","(6, 17, '0.013133242059173548', '3937.246918428619')"
7,"(7, 8, '0.013440749433918209', '4029.4353101564484')","(7, 6, '0.01344010710748917', '4029.2427455374486')","(7, 62, '0.019749122098536777', '5920.637857262459')","(7, 18, '0.009515261424076563', '2852.603610836493')"
8,"(8, 9, '0.013440749433918216', '4029.4353101564507')","(8, 7, '0.013440107107489177', '4029.2427455374504')","(8, 63, '0.005394599940903667', '6666')","(8, 19, '0.0072913368282389555', '6666')"
9,"(9, 10, '0.013440749433918181', '4029.4353101564398')","(9, 8, '0.013440107107489187', '4029.2427455374536')","(9, 64, '0.01978537466683624', '6666')","(9, 20, '0.010200614811523501', '6666')"
