Node,back_link,front_link,left_link,right_link
42,"(42, 43, '0.013440749433918198', '4029.435310156445')","(42, 41, '0.01344010710748919', '4029.242745537454')","(42, 31, '0.00983369460962799', '2948.0674782417254')","(42, 53, '0.008650011118474204', '2593.208094934711')"
43,"(43, 33, '0.013440749433918212', '4029.4353101564493')","(43, 42, '0.01344010710748917', '4029.2427455374486')","(43, 32, '0.01334019827572807', '3999.29083128788')","(43, 54, '0.012493288464918902', '3745.3936574010845')"
44,"(44, 45, '0.0134407494339182', '4029.435310156446')","(44, 54, '0.013440107107489193', '4029.242745537455')","(44, 33, '0.013405059552166719', '4018.7357527804397')","(44, 55, '0.014197775037409589', '4256.385876596062')"
45,"(45, 46, '0.013440749433918207', '4029.435310156448')","(45, 44, '0.013440107107489174', '4029.2427455374495')","(45, 34, '0.01086497950021933', '3257.238910490364')","(45, 56, '0.011829149276048468', '3546.2897375154903')"
46,"(46, 47, '0.01344074943391821', '4029.435310156449')","(46, 45, '0.01344010710748918', '4029.2427455374514')","(46, 35, '0.0065743305304632816', '6666')","(46, 57, '0.00806862237908169', '6666')"
47,"(47, 48, '0.0134407494339182', '4029.435310156446')","(47, 46, '0.013440107107489182', '4029.2427455374523')","(47, 36, '0.0065346618512203', '6666')","(47, 58, '0.008036341104206979', '6666')"
48,"(48, 49, '0.013440749433918198', '4029.435310156445')","(48, 47, '0.013440107107489174', '4029.2427455374495')","(48, 37, '0.010821108900892825', '3244.0868356843384')","(48, 59, '0.011788873571407375', '3534.215385023455')"
49,"(49, 50, '0.013440749433918216', '4029.4353101564507')","(49, 48, '0.013440107107489168', '4029.2427455374477')","(49, 38, '0.013394959681349527', '4015.7078876826713')","(49, 60, '0.014188240696314197', '4253.527553043665')"
50,"(50, 51, '0.013440749433918198', '4029.435310156445')","(50, 49, '0.013440107107489184', '4029.2427455374527')","(50, 39, '0.012522583308868825', '3754.176030675558')","(50, 61, '0.013367729872532368', '4007.544596366505')"
51,"(51, 52, '0.013440749433918207', '4029.435310156448')","(51, 50, '0.013440107107489174', '4029.2427455374495')","(51, 40, '0.008700684382019081', '2608.3995571677115')","(51, 62, '0.009878400351624378', '2961.469922521537')"
52,"(52, 53, '0.01344074943391822', '4029.4353101564516')","(52, 51, '0.013440107107489179', '4029.242745537451')","(52, 41, '0.005560552831474275', '6666')","(52, 63, '0.007266405507504767', '6666')"
53,"(53, 54, '0.013440749433918172', '4029.4353101564375')","(53, 52, '0.013440107107489191', '4029.2427455374545')","(53, 42, '0.008650276720334435', '6666')","(53, 64, '0.009834039877533448', '6666')"
54,"(54, 44, '0.013440749433918223', '4029.4353101564525')","(54, 53, '0.01344010710748915', '4029.2427455374423')","(54, 43, '0.012493554066078199', '3745.4732826254776')","(54, 65, '0.013340543542758352', '3999.3943397395547')"
55,"(55, 56, '0.013440749433918209', '4029.4353101564484')","(55, 65, '0.013440107107489182', '4029.2427455374523')","(55, 44, '0.014197429769854818', '4256.28236798715')","(55, 0, '0.02184287435865183', '6548.328993765405')"
56,"(56, 57, '0.013440749433918204', '4029.435310156447')","(56, 55, '0.013440107107489175', '4029.24274553745')","(56, 45, '0.011828804006401829', '3546.186228279452')","(56, 1, '0.0218428773613335', '6548.329893946725')"
57,"(57, 58, '0.013440749433918207', '4029.435310156448')","(57, 56, '0.013440107107489172', '4029.242745537449')","(57, 46, '0.008068277108560708', '6666')","(57, 2, '0.013977957678298852', '6666')"
58,"(58, 59, '0.013440749433918205', '4029.4353101564475')","(58, 57, '0.01344010710748918', '4029.2427455374514')","(58, 47, '0.008035995835515161', '6666')","(58, 3, '0.013716751429709077', '6666')"
59,"(59, 60, '0.013440749433918193', '4029.435310156444')","(59, 58, '0.013440107107489177', '4029.2427455374504')","(59, 48, '0.011788528304036925', '3534.1118764698012')","(59, 4, '0.021842878469692736', '6548.330226224463')"
60,"(60, 61, '0.013440749433918217', '4029.435310156451')","(60, 59, '0.013440107107489165', '4029.242745537447')","(60, 49, '0.014187895429295699', '4253.424044595523')","(60, 5, '0.021842682707266144', '6548.271538125412')"
61,"(61, 62, '0.013440749433918195', '4029.4353101564443')","(61, 60, '0.013440107107489187', '4029.2427455374536')","(61, 50, '0.013367384603969329', '4007.4410874553214')","(61, 6, '0.021842877146268896', '6548.329829471978')"
62,"(62, 63, '0.013440749433918197', '4029.4353101564448')","(62, 61, '0.013440107107489168', '4029.2427455374477')","(62, 51, '0.009878055081207773', '6666')","(62, 7, '0.021842682136892385', '6666')"
63,"(63, 64, '0.013440749433918217', '4029.435310156451')","(63, 62, '0.01344010710748917', '4029.2427455374486')","(63, 52, '0.007266060237739602', '6666')","(63, 8, '0.004903700003498092', '6666')"
64,"(64, 65, '0.013440749433918195', '4029.4353101564443')","(64, 63, '0.01344010710748919', '4029.242745537454')","(64, 53, '0.009833694609627987', '2948.067478241725')","(64, 9, '0.021842874607560816', '6548.329068386442')"
65,"(65, 55, '0.013440749433918212', '4029.4353101564493')","(65, 64, '0.013440107107489168', '4029.2427455374477')","(65, 54, '0.013340198275728068', '3999.2908312878794')","(65, 10, '0.021842843264843568', '6548.319672076198')"
