Node,back_link,front_link,left_link,right_link
0,"(0, 1, '0.013440749433918205', '4029.4353101564475')","(0, 10, '0.013440107107489193', '4029.242745537455')","(0, 55, '0.02015651810110903', '6042.772106252968')","(0, 11, '0.014125217572202246', '4234.633695755304')"
1,"(1, 2, '0.013440749433918205', '4029.4353101564475')","(1, 0, '0.013440107107489174', '4029.2427455374495')","(1, 56, '0.020152212149636375', '6041.481214476953')","(1, 12, '0.011553055916549256', '3463.5190306337445')"
2,"(2, 3, '0.013440749433918212', '4029.4353101564493')","(2, 1, '0.013440107107489177', '4029.2427455374504')","(2, 57, '0.012219023445958526', '6666')","(2, 13, '0.007860921242383903', '6666')"
3,"(3, 4, '0.013440749433918207', '4029.435310156448')","(3, 2, '0.01344010710748918', '4029.2427455374514')","(3, 58, '0.015484876430524167', '6666')","(3, 14, '0.008263754890736575', '6666')"
4,"(4, 5, '0.013440749433918195', '4029.4353101564443')","(4, 3, '0.013440107107489177', '4029.2427455374504')","(4, 59, '0.02014191045233993', '6038.392843322878')","(4, 15, '0.012056776977631547', '3614.530805681972')"
5,"(5, 6, '0.013440749433918214', '4029.4353101564498')","(5, 4, '0.013440107107489165', '4029.242745537447')","(5, 60, '0.020137603965251563', '6037.101790973313')","(5, 16, '0.014244539436045865', '4270.405490610124')"
6,"(6, 7, '0.013440749433918193', '4029.435310156444')","(6, 5, '0.013440107107489184', '4029.2427455374527')","(6, 61, '0.020133297320475915', '6035.810691350288')","(6, 17, '0.013177171710748295', '3950.416696653296')"
7,"(7, 8, '0.013440749433918209', '4029.4353101564484')","(7, 6, '0.013440107107489174', '4029.2427455374495')","(7, 62, '0.02012899051811407', '6034.519544484109')","(7, 18, '0.009580156748669003', '2872.058739708769')"
8,"(8, 9, '0.013440749433918221', '4029.435310156452')","(8, 7, '0.013440107107489182', '4029.2427455374523')","(8, 63, '0.005229099596532428', '6666')","(8, 19, '0.007282674900138797', '6666')"
9,"(9, 10, '0.01344074943391818', '4029.4353101564393')","(9, 8, '0.013440107107489187', '4029.2427455374536')","(9, 64, '0.020165129529656257', '6666')","(9, 20, '0.010134517530980186', '6666')"
