Node,back_link,front_link,left_link,right_link
47,"(47, 48, '0.013440749433918198', '4029.4353101564457')","(47, 46, '0.013440107107489177', '4029.2427455374504')","(47, 36, '0.006904905418929806', '6666')","(47, 58, '0.008340186198568841', '6666')"
48,"(48, 49, '0.013440749433918197', '4029.4353101564448')","(48, 47, '0.013440107107489175', '4029.24274553745')","(48, 37, '0.011202094831773946', '3358.303544366608')","(48, 59, '0.012139525804308503', '3639.338279828073')"
49,"(49, 50, '0.013440749433918214', '4029.4353101564498')","(49, 48, '0.013440107107489168', '4029.2427455374477')","(49, 38, '0.013469228338505695', '4037.973070963879')","(49, 60, '0.014258377845768501', '4274.554141475684')"
50,"(50, 51, '0.013440749433918204', '4029.435310156447')","(50, 49, '0.013440107107489184', '4029.2427455374527')","(50, 39, '0.012250807102019576', '3672.699573598305')","(50, 61, '0.013113480182478985', '3931.3224568396636')"
51,"(51, 52, '0.013440749433918207', '4029.435310156448')","(51, 50, '0.013440107107489168', '4029.242745537448')","(51, 40, '0.008253052075887559', '2474.202767832334')","(51, 62, '0.009486502936820868', '2843.982033253747')"
52,"(52, 53, '0.013440749433918217', '4029.435310156451')","(52, 51, '0.013440107107489174', '4029.2427455374495')","(52, 41, '0.005598869858860548', '6666')","(52, 63, '0.007295770007266502', '6666')"
53,"(53, 54, '0.01344074943391817', '4029.435310156437')","(53, 52, '0.01344010710748919', '4029.242745537454')","(53, 42, '0.009097893474819383', '6666')","(53, 64, '0.010229992007797306', '6666')"
54,"(54, 44, '0.013440749433918221', '4029.435310156452')","(54, 53, '0.01344010710748915', '4029.2427455374423')","(54, 43, '0.012738195944818407', '3818.8150727827424')","(54, 65, '0.01356992457319663', '4068.1610426732186')"
55,"(55, 56, '0.013440749433918205', '4029.4353101564475')","(55, 65, '0.013440107107489184', '4029.2427455374527')","(55, 44, '0.014097915854291357', '4226.448846635176')","(55, 0, '0.019607507556328375', '5878.182885565257')"
56,"(56, 57, '0.013440749433918205', '4029.4353101564475')","(56, 55, '0.013440107107489172', '4029.242745537449')","(56, 45, '0.011463360818104736', '3436.62911660051')","(56, 1, '0.019603182282938364', '5876.886201224143')"
57,"(57, 58, '0.013440749433918207', '4029.435310156448')","(57, 56, '0.013440107107489172', '4029.242745537449')","(57, 46, '0.007800054062328659', '6666')","(57, 2, '0.011666269814062737', '6666')"
58,"(58, 59, '0.013440749433918202', '4029.4353101564466')","(58, 57, '0.013440107107489179', '4029.242745537451')","(58, 47, '0.008339840944143974', '6666')","(58, 3, '0.01604541597758525', '6666')"
59,"(59, 60, '0.013440749433918191', '4029.435310156443')","(59, 58, '0.013440107107489179', '4029.242745537451')","(59, 48, '0.012139180532346994', '3639.234769898054')","(59, 4, '0.019592834412544967', '5873.783987723841')"
60,"(60, 61, '0.013440749433918217', '4029.435310156451')","(60, 59, '0.013440107107489165', '4029.242745537447')","(60, 49, '0.014258032571298622', '4274.450630793674')","(60, 5, '0.019588508645694173', '5872.487155446907')"
61,"(61, 62, '0.01344074943391819', '4029.4353101564425')","(61, 60, '0.013440107107489187', '4029.2427455374536')","(61, 50, '0.013113134907211768', '3931.218945918618')","(61, 6, '0.01958418273359497', '5871.190279625595')"
62,"(62, 63, '0.013440749433918198', '4029.4353101564457')","(62, 61, '0.013440107107489168', '4029.242745537448')","(62, 51, '0.009486157668644085', '6666')","(62, 7, '0.01957985667635534', '6666')"
63,"(63, 64, '0.013440749433918217', '4029.435310156451')","(63, 62, '0.013440107107489168', '4029.242745537448')","(63, 52, '0.007295424766443966', '6666')","(63, 8, '0.00547738292063712', '6666')"
64,"(64, 65, '0.013440749433918197', '4029.4353101564448')","(64, 63, '0.01344010710748919', '4029.242745537454')","(64, 53, '0.010229646740791796', '3066.770940893661')","(64, 9, '0.019616157665946307', '5880.7761231895865')"
65,"(65, 55, '0.013440749433918214', '4029.4353101564498')","(65, 64, '0.013440107107489167', '4029.2427455374473')","(65, 54, '0.013569579299473382', '4068.0575322150435')","(65, 10, '0.019611832684031334', '5879.479526230491')"
