Node,back_link,front_link,left_link,right_link
0,"(0, 1, '0.01344074943391821', '4029.435310156449')","(0, 10, '0.013440107107489191', '4029.2427455374545')","(0, 55, '0.01948054486414244', '5840.120428000539')","(0, 11, '0.01409177207004761', '4224.606986455321')"
1,"(1, 2, '0.013440749433918204', '4029.435310156447')","(1, 0, '0.013440107107489175', '4029.24274553745')","(1, 56, '0.019476215359442068', '5838.822475144491')","(1, 12, '0.011442972797700323', '3430.516941849717')"
2,"(2, 3, '0.013440749433918204', '4029.435310156447')","(2, 1, '0.013440107107489168', '4029.2427455374477')","(2, 57, '0.011539293211119567', '6666')","(2, 13, '0.007786819947696024', '6666')"
3,"(3, 4, '0.013440749433918204', '4029.435310156447')","(3, 2, '0.013440107107489175', '4029.24274553745')","(3, 58, '0.016174763679826166', '6666')","(3, 14, '0.00835809695262688', '6666')"
4,"(4, 5, '0.013440749433918195', '4029.4353101564443')","(4, 3, '0.013440107107489168', '4029.242745537448')","(4, 59, '0.01946585737862944', '5835.717230616757')","(4, 15, '0.012158463397985136', '3645.0156275849963')"
5,"(5, 6, '0.013440749433918216', '4029.4353101564507')","(5, 4, '0.013440107107489161', '4029.242745537446')","(5, 60, '0.019461527390566075', '5834.419132852129')","(5, 16, '0.014261295929502833', '4275.428960971049')"
6,"(6, 7, '0.013440749433918202', '4029.4353101564466')","(6, 5, '0.013440107107489187', '4029.2427455374536')","(6, 61, '0.01945719726023471', '5833.120992436629')","(6, 17, '0.013098563454785207', '3926.8505343790293')"
7,"(7, 8, '0.013440749433918205', '4029.4353101564475')","(7, 6, '0.013440107107489165', '4029.242745537447')","(7, 62, '0.019452866987743844', '5831.822809402784')","(7, 18, '0.009464970122976727', '2837.5266580637553')"
8,"(8, 9, '0.013440749433918214', '4029.43531015645')","(8, 7, '0.013440107107489175', '4029.24274553745')","(8, 63, '0.0055431029131338145', '6666')","(8, 19, '0.007299329691671633', '6666')"
9,"(9, 10, '0.013440749433918178', '4029.435310156439')","(9, 8, '0.013440107107489186', '4029.242745537453')","(9, 64, '0.019489203445300265', '6666')","(9, 20, '0.010252023370468053', '6666')"
10,"(10, 0, '0.013440749433918223', '4029.4353101564525')","(10, 9, '0.013440107107489144', '4029.242745537441')","(10, 65, '0.019484874226129264', '5841.41833807214')","(10, 21, '0.013581818874042029', '4071.7268643598522')"
11,"(11, 12, '0.013440749433918207', '4029.435310156448')","(11, 21, '0.013440107107489184', '4029.2427455374527')","(11, 0, '0.014091426794609245', '4224.503475482967')","(11, 22, '0.013292471492827408', '3984.982701729658')"
12,"(12, 13, '0.0134407494339182', '4029.435310156446')","(12, 11, '0.013440107107489174', '4029.2427455374495')","(12, 1, '0.011442627523476702', '3430.413431241533')","(12, 23, '0.010442945503873986', '3130.716301366431')"
13,"(13, 14, '0.013440749433918205', '4029.4353101564475')","(13, 12, '0.013440107107489168', '4029.242745537448')","(13, 2, '0.007786474696012557', '6666')","(13, 24, '0.0062249825600658865', '6666')"
14,"(14, 15, '0.0134407494339182', '4029.435310156446')","(14, 13, '0.013440107107489175', '4029.24274553745')","(14, 3, '0.008357751698874701', '6666')","(14, 25, '0.006926262898847215', '6666')"
15,"(15, 16, '0.013440749433918193', '4029.435310156444')","(15, 14, '0.013440107107489168', '4029.242745537448')","(15, 4, '0.012158118125754078', '3644.9121175741684')","(15, 26, '0.011222348760002334', '3364.3755192943518')"
16,"(16, 17, '0.01344074943391822', '4029.4353101564516')","(16, 15, '0.013440107107489167', '4029.2427455374473')","(16, 5, '0.014260950654617952', '4275.325450164624')","(16, 27, '0.013472051751448114', '4038.8195088698353')"
17,"(17, 18, '0.0134407494339182', '4029.435310156446')","(17, 16, '0.01344010710748919', '4029.242745537454')","(17, 6, '0.013098218179149664', '3926.7470233475624')","(17, 28, '0.012234573088703153', '3667.8327388429702')"
18,"(18, 19, '0.013440749433918195', '4029.4353101564443')","(18, 17, '0.013440107107489167', '4029.2427455374473')","(18, 7, '0.009464624854988656', '6666')","(18, 29, '0.008228026491060584', '6666')"
19,"(19, 20, '0.013440749433918214', '4029.43531015645')","(19, 18, '0.013440107107489163', '4029.2427455374464')","(19, 8, '0.007298984452422553', '6666')","(19, 30, '0.00560324198261234', '6666')"
20,"(20, 21, '0.013440749433918191', '4029.435310156443')","(20, 19, '0.01344010710748919', '4029.242745537454')","(20, 9, '0.010251678103463223', '3073.3757772620174')","(20, 31, '0.009122393625606557', '2734.824807864122')"
21,"(21, 11, '0.013440749433918212', '4029.4353101564493')","(21, 20, '0.013440107107489167', '4029.2427455374473')","(21, 10, '0.013581473599943047', '4071.623353789035')","(21, 32, '0.012750600501776491', '3822.5338654036077')"
22,"(22, 23, '0.013440749433918205', '4029.4353101564475')","(22, 32, '0.013440107107489193', '4029.242745537455')","(22, 11, '0.013292737101180545', '3985.0623291107104')","(22, 33, '0.014091772070047616', '4224.606986455323')"
23,"(23, 24, '0.013440749433918204', '4029.435310156447')","(23, 22, '0.013440107107489174', '4029.2427455374495')","(23, 12, '0.010443211112037972', '3130.7959286907767')","(23, 34, '0.011442972797700327', '3430.516941849718')"
24,"(24, 25, '0.013440749433918204', '4029.435310156447')","(24, 23, '0.013440107107489172', '4029.242745537449')","(24, 13, '0.006225248144255767', '6666')","(24, 35, '0.007786819947696027', '6666')"
25,"(25, 26, '0.0134407494339182', '4029.435310156446')","(25, 24, '0.013440107107489174', '4029.2427455374495')","(25, 14, '0.006926528486910604', '6666')","(25, 36, '0.00835809695262688', '6666')"
26,"(26, 27, '0.013440749433918197', '4029.4353101564448')","(26, 25, '0.013440107107489167', '4029.2427455374473')","(26, 15, '0.011222614366332378', '3364.4551460688963')","(26, 37, '0.012158463397985136', '3645.0156275849963')"
27,"(27, 28, '0.013440749433918216', '4029.4353101564507')","(27, 26, '0.013440107107489167', '4029.2427455374473')","(27, 16, '0.013472317359332858', '4038.8991361104668')","(27, 38, '0.014261295929502833', '4275.428960971049')"
28,"(28, 29, '0.0134407494339182', '4029.435310156446')","(28, 27, '0.01344010710748919', '4029.242745537454')","(28, 17, '0.01223483869749596', '3667.912366355832')","(28, 39, '0.013098563454785208', '3926.85053437903')"
29,"(29, 30, '0.013440749433918202', '4029.4353101564466')","(29, 28, '0.01344010710748917', '4029.2427455374486')","(29, 18, '0.008228292094383492', '2466.779912117195')","(29, 40, '0.009464970122976724', '2837.5266580637544')"
30,"(30, 31, '0.013440749433918212', '4029.4353101564493')","(30, 29, '0.013440107107489174', '4029.2427455374495')","(30, 19, '0.005603507546228187', '6666')","(30, 41, '0.007299329691671633', '6666')"
31,"(31, 32, '0.01344074943391818', '4029.4353101564393')","(31, 30, '0.013440107107489184', '4029.2427455374527')","(31, 20, '0.009122659227985046', '6666')","(31, 42, '0.010252023370468056', '6666')"
32,"(32, 22, '0.013440749433918224', '4029.435310156453')","(32, 31, '0.013440107107489142', '4029.2427455374404')","(32, 21, '0.012750866109235513', '3822.6134925166107')","(32, 43, '0.013581818874042029', '4071.7268643598522')"
33,"(33, 34, '0.013440749433918202', '4029.4353101564466')","(33, 43, '0.013440107107489184', '4029.2427455374527')","(33, 22, '0.01409142679460925', '4224.5034754829685')","(33, 44, '0.013292471492827392', '3984.9827017296534')"
34,"(34, 35, '0.0134407494339182', '4029.435310156446')","(34, 33, '0.013440107107489175', '4029.24274553745')","(34, 23, '0.011442627523476707', '3430.4134312415345')","(34, 45, '0.010442945503873978', '3130.7163013664285')"
35,"(35, 36, '0.013440749433918198', '4029.4353101564457')","(35, 34, '0.013440107107489172', '4029.242745537449')","(35, 24, '0.007786474696012561', '6666')","(35, 46, '0.00622498256006589', '6666')"
36,"(36, 37, '0.013440749433918207', '4029.435310156448')","(36, 35, '0.013440107107489174', '4029.2427455374495')","(36, 25, '0.008357751698874694', '6666')","(36, 47, '0.006926262898847213', '6666')"
37,"(37, 38, '0.013440749433918193', '4029.435310156444')","(37, 36, '0.013440107107489172', '4029.242745537449')","(37, 26, '0.012158118125754073', '3644.9121175741666')","(37, 48, '0.011222348760002332', '3364.3755192943513')"
38,"(38, 39, '0.01344074943391822', '4029.4353101564516')","(38, 37, '0.013440107107489163', '4029.2427455374464')","(38, 27, '0.014260950654617945', '4275.325450164622')","(38, 49, '0.013472051751448109', '4038.819508869834')"
39,"(39, 40, '0.013440749433918195', '4029.4353101564443')","(39, 38, '0.01344010710748919', '4029.242745537454')","(39, 28, '0.01309821817914966', '3926.747023347561')","(39, 50, '0.01223457308870315', '3667.8327388429693')"
40,"(40, 41, '0.013440749433918191', '4029.435310156443')","(40, 39, '0.013440107107489165', '4029.242745537447')","(40, 29, '0.00946462485498866', '6666')","(40, 51, '0.008228026491060584', '6666')"
41,"(41, 42, '0.013440749433918212', '4029.4353101564493')","(41, 40, '0.013440107107489165', '4029.242745537447')","(41, 30, '0.007298984452422551', '6666')","(41, 52, '0.0056032419826123414', '6666')"
42,"(42, 43, '0.013440749433918197', '4029.4353101564448')","(42, 41, '0.013440107107489184', '4029.2427455374527')","(42, 31, '0.010251678103463214', '3073.375777262015')","(42, 53, '0.009122393625606552', '2734.82480786412')"
43,"(43, 33, '0.013440749433918212', '4029.4353101564493')","(43, 42, '0.013440107107489167', '4029.2427455374473')","(43, 32, '0.013581473599943045', '4071.6233537890344')","(43, 54, '0.012750600501776484', '3822.5338654036054')"
44,"(44, 45, '0.013440749433918207', '4029.435310156448')","(44, 54, '0.013440107107489194', '4029.2427455374554')","(44, 33, '0.013292737101180544', '3985.06232911071')","(44, 55, '0.01409177207004762', '4224.606986455324')"
45,"(45, 46, '0.013440749433918205', '4029.4353101564475')","(45, 44, '0.013440107107489174', '4029.2427455374495')","(45, 34, '0.01044321111203797', '3130.7959286907762')","(45, 56, '0.011442972797700332', '3430.5169418497194')"
46,"(46, 47, '0.013440749433918204', '4029.435310156447')","(46, 45, '0.013440107107489175', '4029.24274553745')","(46, 35, '0.006225248144255765', '6666')","(46, 57, '0.007786819947696024', '6666')"
47,"(47, 48, '0.013440749433918202', '4029.4353101564466')","(47, 46, '0.013440107107489174', '4029.2427455374495')","(47, 36, '0.006926528486910602', '6666')","(47, 58, '0.00835809695262688', '6666')"
48,"(48, 49, '0.013440749433918198', '4029.4353101564457')","(48, 47, '0.013440107107489168', '4029.2427455374477')","(48, 37, '0.011222614366332385', '3364.455146068898')","(48, 59, '0.012158463397985132', '3645.0156275849954')"
49,"(49, 50, '0.013440749433918217', '4029.435310156451')","(49, 48, '0.013440107107489161', '4029.242745537446')","(49, 38, '0.013472317359332844', '4038.8991361104627')","(49, 60, '0.014261295929502836', '4275.42896097105')"
50,"(50, 51, '0.013440749433918198', '4029.4353101564457')","(50, 49, '0.013440107107489187', '4029.2427455374536')","(50, 39, '0.012234838697495956', '3667.912366355831')","(50, 61, '0.01309856345478521', '3926.8505343790303')"
51,"(51, 52, '0.013440749433918202', '4029.4353101564466')","(51, 50, '0.013440107107489172', '4029.242745537449')","(51, 40, '0.00822829209438349', '2466.7799121171947')","(51, 62, '0.009464970122976724', '2837.5266580637544')"
52,"(52, 53, '0.013440749433918217', '4029.435310156451')","(52, 51, '0.013440107107489174', '4029.2427455374495')","(52, 41, '0.0056035075462281874', '6666')","(52, 63, '0.007299329691671635', '6666')"
53,"(53, 54, '0.013440749433918176', '4029.4353101564384')","(53, 52, '0.013440107107489186', '4029.242745537453')","(53, 42, '0.009122659227985044', '6666')","(53, 64, '0.010252023370468051', '6666')"
54,"(54, 44, '0.013440749433918224', '4029.435310156453')","(54, 53, '0.01344010710748914', '4029.24274553744')","(54, 43, '0.012750866109235504', '3822.6134925166084')","(54, 65, '0.01358181887404203', '4071.7268643598527')"
55,"(55, 56, '0.013440749433918204', '4029.435310156447')","(55, 65, '0.013440107107489184', '4029.2427455374527')","(55, 44, '0.01409142679460925', '4224.5034754829685')","(55, 0, '0.019480484576328002', '5840.102354168461')"
56,"(56, 57, '0.0134407494339182', '4029.435310156446')","(56, 55, '0.013440107107489175', '4029.24274553745')","(56, 45, '0.011442627523476707', '3430.4134312415345')","(56, 1, '0.01947615507162539', '5838.804401311742')"
57,"(57, 58, '0.013440749433918205', '4029.4353101564475')","(57, 56, '0.01344010710748917', '4029.2427455374486')","(57, 46, '0.007786474696012559', '6666')","(57, 2, '0.011539232926280526', '6666')"
58,"(58, 59, '0.013440749433918202', '4029.4353101564466')","(58, 57, '0.013440107107489174', '4029.2427455374495')","(58, 47, '0.008357751698874698', '6666')","(58, 3, '0.016174703396631535', '6666')"
59,"(59, 60, '0.013440749433918195', '4029.4353101564443')","(59, 58, '0.01344010710748917', '4029.2427455374486')","(59, 48, '0.012158118125754078', '3644.912117574168')","(59, 4, '0.019465797090804888', '5835.699156781647')"
60,"(60, 61, '0.01344074943391822', '4029.4353101564516')","(60, 59, '0.013440107107489165', '4029.242745537447')","(60, 49, '0.014260950654617957', '4275.325450164626')","(60, 5, '0.019461467102737485', '5834.401059015809')"
61,"(61, 62, '0.013440749433918193', '4029.435310156444')","(61, 60, '0.013440107107489191', '4029.2427455374545')","(61, 50, '0.01309821817914967', '3926.747023347564')","(61, 6, '0.01945713697240107', '5833.1029185987945')"
62,"(62, 63, '0.013440749433918195', '4029.4353101564443')","(62, 61, '0.013440107107489165', '4029.242745537447')","(62, 51, '0.009464624854988666', '6666')","(62, 7, '0.019452806699904977', '6666')"
63,"(63, 64, '0.013440749433918212', '4029.4353101564493')","(63, 62, '0.013440107107489167', '4029.2427455374473')","(63, 52, '0.007298984452422553', '6666')","(63, 8, '0.005543042757805606', '6666')"
64,"(64, 65, '0.013440749433918198', '4029.4353101564457')","(64, 63, '0.01344010710748918', '4029.2427455374514')","(64, 53, '0.01025167810346321', '3073.3757772620143')","(64, 9, '0.019489143157488512', '5842.698131497363')"
65,"(65, 55, '0.013440749433918214', '4029.4353101564498')","(65, 64, '0.013440107107489168', '4029.2427455374477')","(65, 54, '0.013581473599943047', '4071.623353789035')","(65, 10, '0.0194848139383165', '5841.400264240564')"
