Node,back_link,front_link,left_link,right_link
0,"(0, 1, '0.013440749433918205', '4029.4353101564475')","(0, 10, '0.013440107107489193', '4029.242745537455')","(0, 55, '0.019818992621777984', '5941.5845131666865')","(0, 11, '0.014108852832464934', '4229.727670204925')"
1,"(1, 2, '0.013440749433918204', '4029.435310156447')","(1, 0, '0.013440107107489172', '4029.242745537449')","(1, 56, '0.019814674592577467', '5940.290000578947')","(1, 12, '0.011498167640528125', '3447.0639394499867')"
2,"(2, 3, '0.013440749433918205', '4029.4353101564475')","(2, 1, '0.013440107107489174', '4029.2427455374495')","(2, 57, '0.01187850328198247', '6666')","(2, 13, '0.007823356880046563', '6666')"
3,"(3, 4, '0.013440749433918197', '4029.4353101564448')","(3, 2, '0.01344010710748918', '4029.2427455374514')","(3, 58, '0.015829920509307482', '6666')","(3, 14, '0.00831055957267789', '6666')"
4,"(4, 5, '0.013440749433918197', '4029.4353101564448')","(4, 3, '0.013440107107489172', '4029.242745537449')","(4, 59, '0.01980434403259718', '5937.192976609941')","(4, 15, '0.012107830316576213', '3629.8362116533012')"
5,"(5, 6, '0.013440749433918214', '4029.43531015645')","(5, 4, '0.013440107107489172', '4029.242745537449')","(5, 60, '0.01980002549342572', '5935.898311136759')","(5, 16, '0.014253284769526907', '4273.027275630435')"
6,"(6, 7, '0.013440749433918204', '4029.435310156447')","(6, 5, '0.013440107107489182', '4029.242745537452')","(6, 61, '0.019795706804134314', '5934.60360065875')","(6, 17, '0.013138159757856802', '3938.721207404575')"
7,"(7, 8, '0.013440749433918207', '4029.435310156448')","(7, 6, '0.01344010710748917', '4029.2427455374486')","(7, 62, '0.019791387964827607', '5933.308845207286')","(7, 18, '0.009522459369389093', '2854.761500554286')"
8,"(8, 9, '0.013440749433918214', '4029.43531015645')","(8, 7, '0.013440107107489179', '4029.242745537451')","(8, 63, '0.005374755746855151', '6666')","(8, 19, '0.007290284539506894', '6666')"
9,"(9, 10, '0.013440749433918172', '4029.4353101564375')","(9, 8, '0.013440107107489187', '4029.2427455374536')","(9, 64, '0.01982762822843389', '6666')","(9, 20, '0.010193270359002228', '6666')"
10,"(10, 0, '0.013440749433918223', '4029.4353101564525')","(10, 9, '0.013440107107489142', '4029.2427455374404')","(10, 65, '0.019823310500429667', '5942.87898062102')","(10, 21, '0.013549899228159036', '4062.1575952621')"
11,"(11, 12, '0.013440749433918204', '4029.435310156447')","(11, 21, '0.01344010710748918', '4029.2427455374514')","(11, 0, '0.01410850755813228', '4229.624159564054')","(11, 22, '0.013310577556043937', '3990.4107629260448')"
12,"(12, 13, '0.013440749433918204', '4029.435310156447')","(12, 11, '0.013440107107489175', '4029.24274553745')","(12, 1, '0.011497822366904744', '3446.960429021751')","(12, 23, '0.010503395064077782', '3148.838623604946')"
13,"(13, 14, '0.013440749433918207', '4029.435310156448')","(13, 12, '0.013440107107489175', '4029.24274553745')","(13, 2, '0.007823011625429383', '6666')","(13, 24, '0.006270624576784246', '6666')"
14,"(14, 15, '0.013440749433918204', '4029.435310156447')","(14, 13, '0.013440107107489177', '4029.2427455374504')","(14, 3, '0.00831021431710457', '6666')","(14, 25, '0.006868825672471594', '6666')"
15,"(15, 16, '0.013440749433918193', '4029.435310156444')","(15, 14, '0.013440107107489175', '4029.24274553745')","(15, 4, '0.01210748504506081', '3629.732701857021')","(15, 26, '0.011167473568813181', '3347.924350844536')"
16,"(16, 17, '0.013440749433918217', '4029.435310156451')","(16, 15, '0.013440107107489168', '4029.2427455374477')","(16, 5, '0.014252939495748419', '4272.923765155699')","(16, 27, '0.013463571128773602', '4036.277082152873')"
17,"(17, 18, '0.0134407494339182', '4029.435310156446')","(17, 16, '0.013440107107489187', '4029.2427455374536')","(17, 6, '0.01313781448320447', '3938.617696667868')","(17, 28, '0.012276955248275278', '3680.538590636446')"
