Node,back_link,front_link,left_link,right_link
0,"(0, 1, '0.013440749433918209', '4029.4353101564484')","(0, 10, '0.013440107107489191', '4029.2427455374545')","(0, 55, '0.021662764692256767', '6494.33347416727')","(0, 11, '0.014189944765544823', '4254.038420146916')"
1,"(1, 2, '0.013440749433918204', '4029.435310156447')","(1, 0, '0.013440107107489174', '4029.2427455374495')","(1, 56, '0.021658520009067095', '6493.060950160407')","(1, 12, '0.011795972758746583', '3536.343667845679')"
2,"(2, 3, '0.01344074943391821', '4029.435310156449')","(2, 1, '0.01344010710748917', '4029.2427455374486')","(2, 57, '0.013762669518271974', '6666')","(2, 13, '0.008041998443352842', '6666')"
3,"(3, 4, '0.013440749433918202', '4029.4353101564466')","(3, 2, '0.013440107107489182', '4029.242745537452')","(3, 58, '0.01393213755125214', '6666')","(3, 14, '0.0080628914742809', '6666')"
4,"(4, 5, '0.013440749433918195', '4029.4353101564443')","(4, 3, '0.013440107107489175', '4029.24274553745')","(4, 59, '0.021648364756896916', '6490.016482150699')","(4, 15, '0.011822080853994889', '3544.170677893867')"
5,"(5, 6, '0.013440749433918217', '4029.435310156451')","(5, 4, '0.013440107107489167', '4029.2427455374473')","(5, 60, '0.021644119432745107', '6488.743765988222')","(5, 16, '0.014196131425022544', '4255.893133998551')"
6,"(6, 7, '0.013440749433918198', '4029.4353101564457')","(6, 5, '0.013440107107489184', '4029.2427455374527')","(6, 61, '0.021639873919823437', '6487.470993233963')","(6, 17, '0.013345345110656126', '4000.833813581882')"
7,"(7, 8, '0.013440749433918212', '4029.4353101564493')","(7, 6, '0.01344010710748917', '4029.2427455374486')","(7, 62, '0.02163562821822029', '6486.198163914421')","(7, 18, '0.00984184985331693', '2950.512358792822')"
8,"(8, 9, '0.013440749433918221', '4029.435310156452')","(8, 7, '0.01344010710748918', '4029.2427455374514')","(8, 63, '0.004902498935100525', '6666')","(8, 19, '0.007266344531988965', '6666')"
9,"(9, 10, '0.013440749433918186', '4029.4353101564416')","(9, 8, '0.01344010710748919', '4029.242745537454')","(9, 64, '0.021671253491169974', '6666')","(9, 20, '0.009870582359938177', '6666')"
10,"(10, 0, '0.013440749433918223', '4029.4353101564525')","(10, 9, '0.013440107107489151', '4029.2427455374427')","(10, 65, '0.02166700918631854', '6495.605941475015')","(10, 21, '0.013362979626887261', '4006.120508548455')"
11,"(11, 12, '0.013440749433918207', '4029.435310156448')","(11, 21, '0.013440107107489182', '4029.242745537452')","(11, 0, '0.014189599497297936', '4253.9349113305125')","(11, 22, '0.013396500394635235', '4016.169781905667')"
12,"(12, 13, '0.013440749433918198', '4029.4353101564457')","(12, 11, '0.013440107107489182', '4029.2427455374523')","(12, 1, '0.011795627488672246', '3536.24015848142')","(12, 23, '0.010828583941475685', '3246.327796474324')"
