Node,back_link,front_link,left_link,right_link
0,"(0, 1, '0.013440749433918204', '4029.435310156447')","(0, 10, '0.013440107107489191', '4029.2427455374545')","(0, 55, '0.021579665659642693', '6469.421010922474')","(0, 11, '0.014186733200434655', '4253.075617148512')"
1,"(1, 2, '0.013440749433918209', '4029.4353101564484')","(1, 0, '0.013440107107489172', '4029.242745537449')","(1, 56, '0.02157541729202465', '6468.147382351774')","(1, 12, '0.011782662209606958', '3532.353265601781')"
2,"(2, 3, '0.013440749433918207', '4029.435310156448')","(2, 1, '0.013440107107489172', '4029.242745537449')","(2, 57, '0.013676573703673816', '6666')","(2, 13, '0.008031445568550122', '6666')"
3,"(3, 4, '0.013440749433918198', '4029.435310156445')","(3, 2, '0.013440107107489175', '4029.24274553745')","(3, 58, '0.014018308155557574', '6666')","(3, 14, '0.00807360764200003', '6666')"
4,"(4, 5, '0.013440749433918198', '4029.4353101564457')","(4, 3, '0.013440107107489174', '4029.2427455374495')","(4, 59, '0.021565253232205785', '6465.100273875417')","(4, 15, '0.011835323563020788', '3548.1407421833196')"
5,"(5, 6, '0.013440749433918216', '4029.4353101564507')","(5, 4, '0.013440107107489168', '4029.242745537448')","(5, 60, '0.021561004229101573', '6463.826454790755')","(5, 16, '0.014199208218020256', '4256.815533334092')"
6,"(6, 7, '0.013440749433918198', '4029.435310156445')","(6, 5, '0.013440107107489186', '4029.242745537453')","(6, 61, '0.02155675503884304', '6462.5525795986405')","(6, 17, '0.013336323975541624', '3998.129345311955')"
7,"(7, 8, '0.013440749433918207', '4029.435310156448')","(7, 6, '0.013440107107489168', '4029.2427455374477')","(7, 62, '0.021552505661519224', '6461.278648325764')","(7, 18, '0.00982724073977079', '2946.1326567336237')"
8,"(8, 9, '0.013440749433918217', '4029.435310156451')","(8, 7, '0.013440107107489179', '4029.242745537451')","(8, 63, '0.004905282351564987', '6666')","(8, 19, '0.0072664794541091446', '6666')"
9,"(9, 10, '0.01344074943391818', '4029.4353101564393')","(9, 8, '0.013440107107489184', '4029.2427455374527')","(9, 64, '0.021588161832250846', '6666')","(9, 20, '0.009885209961554274', '6666')"
10,"(10, 0, '0.013440749433918226', '4029.4353101564534')","(10, 9, '0.013440107107489144', '4029.242745537441')","(10, 65, '0.021583913839745787', '6470.694583277607')","(10, 21, '0.01337188669572746', '4008.790780609633')"
11,"(11, 12, '0.013440749433918205', '4029.4353101564475')","(11, 21, '0.013440107107489182', '4029.2427455374523')","(11, 0, '0.014186387931910968', '4252.972108249126')","(11, 22, '0.013393098653238596', '4015.1499654908885')"
12,"(12, 13, '0.013440749433918204', '4029.435310156447')","(12, 11, '0.013440107107489177', '4029.2427455374504')","(12, 1, '0.011782316939362877', '3532.249756186634')","(12, 23, '0.010814083140903399', '3241.98056582779')"
13,"(13, 14, '0.013440749433918204', '4029.435310156447')","(13, 12, '0.013440107107489172', '4029.242745537449')","(13, 2, '0.008031100300083718', '6666')","(13, 24, '0.006528384515459857', '6666')"
14,"(14, 15, '0.0134407494339182', '4029.435310156446')","(14, 13, '0.013440107107489177', '4029.2427455374504')","(14, 3, '0.008073262375393828', '6666')","(14, 25, '0.006580172510088764', '6666')"
15,"(15, 16, '0.013440749433918195', '4029.4353101564443')","(15, 14, '0.013440107107489174', '4029.2427455374495')","(15, 4, '0.0118349782950851', '3548.0372334602116')","(15, 26, '0.010871428814474017', '3259.1723662631916')"
