Node,back_link,front_link,left_link,right_link
0,"(0, 1, '0.013440749433918207', '4029.435310156448')","(0, 10, '0.013440107107489191', '4029.2427455374545')","(0, 55, '0.020282842881821302', '6080.643322769011')","(0, 11, '0.0141311693238927', '4236.41798602399')"
1,"(1, 2, '0.013440749433918202', '4029.4353101564466')","(1, 0, '0.013440107107489177', '4029.2427455374504')","(1, 56, '0.02027854161035712', '6079.353834024239')","(1, 12, '0.01157355776080504', '3469.6653289167193')"
2,"(2, 3, '0.01344074943391821', '4029.435310156449')","(2, 1, '0.013440107107489179', '4029.242745537451')","(2, 57, '0.012347015325822584', '6666')","(2, 13, '0.007875267654718089', '6666')"
3,"(3, 4, '0.013440749433918209', '4029.4353101564484')","(3, 2, '0.013440107107489179', '4029.242745537451')","(3, 58, '0.015355450446909088', '6666')","(3, 14, '0.008246397274223292', '6666')"
4,"(4, 5, '0.013440749433918193', '4029.435310156444')","(4, 3, '0.013440107107489172', '4029.242745537449')","(4, 59, '0.020268251097746152', '6076.268815954518')","(4, 15, '0.012037525454598134', '3608.759344271542')"
5,"(5, 6, '0.013440749433918214', '4029.4353101564498')","(5, 4, '0.013440107107489167', '4029.2427455374473')","(5, 60, '0.020263949281282063', '6074.979163822883')","(5, 16, '0.014241070876287043', '4269.365642554307')"
6,"(6, 7, '0.013440749433918198', '4029.4353101564457')","(6, 5, '0.013440107107489186', '4029.242745537453')","(6, 61, '0.020259647304361618', '6073.689463587643')","(6, 17, '0.013191649380615211', '3954.7569928888115')"
7,"(7, 8, '0.013440749433918209', '4029.4353101564484')","(7, 6, '0.013440107107489172', '4029.242745537449')","(7, 62, '0.020255345167084726', '6072.399715278751')","(7, 18, '0.009601842895909757', '2878.560083094624')"
8,"(8, 9, '0.013440749433918217', '4029.435310156451')","(8, 7, '0.013440107107489177', '4029.2427455374504')","(8, 63, '0.005180737438798066', '6666')","(8, 19, '0.00728019277094386', '6666')"
9,"(9, 10, '0.013440749433918183', '4029.4353101564407')","(9, 8, '0.013440107107489186', '4029.242745537453')","(9, 64, '0.020291444942062017', '6666')","(9, 20, '0.01011248863473159', '6666')"
10,"(10, 0, '0.013440749433918221', '4029.435310156452')","(10, 9, '0.013440107107489151', '4029.2427455374427')","(10, 65, '0.0202871439924209', '6081.932763287795')","(10, 21, '0.013504961617688544', '4048.6856385625047')"
