Node,back_link,front_link,left_link,right_link
0,"(0, 1, '0.013440749433918207', '4029.435310156448')","(0, 10, '0.013440107107489194', '4029.2427455374554')","(0, 55, '0.02112135421624799', '6332.022696777648')","(0, 11, '0.01416825936827759', '4247.537301597466')"
1,"(1, 2, '0.013440749433918205', '4029.4353101564475')","(1, 0, '0.013440107107489174', '4029.2427455374495')","(1, 56, '0.02111708615696292', '6330.743164793687')","(1, 12, '0.011709054567576555', '3510.2862496699026')"
2,"(2, 3, '0.013440749433918207', '4029.435310156448')","(2, 1, '0.013440107107489172', '4029.242745537449')","(2, 57, '0.013203601054022206', '6666')","(2, 13, '0.007974414088504442', '6666')"
3,"(3, 4, '0.013440749433918209', '4029.4353101564484')","(3, 2, '0.013440107107489175', '4029.24274553745')","(3, 58, '0.014492557695292563', '6666')","(3, 14, '0.00813350567296295', '6666')"
4,"(4, 5, '0.01344074943391819', '4029.4353101564425')","(4, 3, '0.013440107107489172', '4029.242745537449')","(4, 59, '0.021106875025989073', '6327.6819447400785')","(4, 15, '0.011907739615400276', '3569.8505285248234')"
5,"(5, 6, '0.013440749433918214', '4029.4353101564498')","(5, 4, '0.013440107107489167', '4029.2427455374473')","(5, 60, '0.021102606362070356', '6326.40223149151')","(5, 16, '0.014215317281101165', '4261.644908951195')"
6,"(6, 7, '0.0134407494339182', '4029.435310156446')","(6, 5, '0.013440107107489184', '4029.2427455374527')","(6, 61, '0.021098337520099916', '6325.122464864378')","(6, 17, '0.013286025306634185', '3983.0501837260663')"
7,"(7, 8, '0.013440749433918209', '4029.4353101564484')","(7, 6, '0.01344010710748917', '4029.2427455374486')","(7, 62, '0.021094068500170232', '6323.8426448864075')","(7, 18, '0.00974701914082132', '2922.082826399872')"
8,"(8, 9, '0.013440749433918214', '4029.43531015645')","(8, 7, '0.013440107107489174', '4029.2427455374495')","(8, 63, '0.004953915745149387', '6666')","(8, 19, '0.007268848188336497', '6666')"
9,"(9, 10, '0.01344074943391817', '4029.435310156437')","(9, 8, '0.01344010710748919', '4029.242745537454')","(9, 64, '0.021129889799448513', '6666')","(9, 20, '0.009965755119692258', '6666')"
10,"(10, 0, '0.01344074943391822', '4029.4353101564516')","(10, 9, '0.01344010710748915', '4029.2427455374423')","(10, 65, '0.021125622097105373', '6333.302175270334')","(10, 21, '0.013420183313284515', '4023.269742300149')"
11,"(11, 12, '0.013440749433918207', '4029.435310156448')","(11, 21, '0.013440107107489182', '4029.2427455374523')","(11, 0, '0.014167914098231774', '4247.433792241757')","(11, 22, '0.013373529044427934', '4009.2831443634414')"
12,"(12, 13, '0.013440749433918204', '4029.435310156447')","(12, 11, '0.013440107107489175', '4029.24274553745')","(12, 1, '0.011708709296412524', '3510.1827399789613')","(12, 23, '0.0107338376987998', '3217.923587496256')"
13,"(13, 14, '0.013440749433918207', '4029.435310156448')","(13, 12, '0.013440107107489172', '4029.242745537449')","(13, 2, '0.007974068823412554', '6666')","(13, 24, '0.0064580959374175035', '6666')"
