Node,back_link,front_link,left_link,right_link
0,"(0, 1, '0.013440749433918207', '4029.435310156448')","(0, 10, '0.013440107107489191', '4029.2427455374545')","(0, 55, '0.019438176418525823', '5827.4186875474925')","(0, 11, '0.014089586736346988', '4223.951839893662')"
1,"(1, 2, '0.013440749433918207', '4029.435310156448')","(1, 0, '0.013440107107489175', '4029.24274553745')","(1, 56, '0.01943384552286308', '5826.120317691419')","(1, 12, '0.0114360524353366', '3428.442269406445')"
2,"(2, 3, '0.013440749433918214', '4029.43531015645')","(2, 1, '0.013440107107489179', '4029.242745537451')","(2, 57, '0.011496994684052322', '6666')","(2, 13, '0.007782326310452939', '6666')"
3,"(3, 4, '0.01344074943391821', '4029.435310156449')","(3, 2, '0.013440107107489186', '4029.242745537453')","(3, 58, '0.01621785088059291', '6666')","(3, 14, '0.008364089367524846', '6666')"
4,"(4, 5, '0.013440749433918198', '4029.4353101564457')","(4, 3, '0.013440107107489177', '4029.2427455374504')","(4, 59, '0.019423484218536874', '5823.014076799379')","(4, 15, '0.012164762543137472', '3646.9040637935136')"
5,"(5, 6, '0.013440749433918214', '4029.43531015645')","(5, 4, '0.013440107107489165', '4029.242745537447')","(5, 60, '0.019419152842908925', '5821.715563053354')","(5, 16, '0.014262245652266133', '4275.713680692677')"
6,"(6, 7, '0.013440749433918198', '4029.435310156445')","(6, 5, '0.013440107107489187', '4029.2427455374536')","(6, 61, '0.019414821326015668', '5820.417006957056')","(6, 17, '0.013093573116522123', '3925.354468604887')"
7,"(7, 8, '0.013440749433918214', '4029.4353101564498')","(7, 6, '0.013440107107489168', '4029.242745537448')","(7, 62, '0.01941048966796615', '5819.118408543176')","(7, 18, '0.009457799594417839', '2835.376987681927')"
8,"(8, 9, '0.013440749433918223', '4029.4353101564525')","(8, 7, '0.013440107107489182', '4029.242745537452')","(8, 63, '0.005565640034652735', '6666')","(8, 19, '0.007300560892459917', '6666')"
9,"(9, 10, '0.013440749433918183', '4029.43531015644')","(9, 8, '0.013440107107489193', '4029.242745537455')","(9, 64, '0.019446837784609584', '6666')","(9, 20, '0.010259366697027195', '6666')"
10,"(10, 0, '0.013440749433918223', '4029.4353101564525')","(10, 9, '0.013440107107489151', '4029.2427455374427')","(10, 65, '0.019442507172475632', '5828.7170149191')","(10, 21, '0.013585763439144593', '4072.9094152276907')"
11,"(11, 12, '0.01344074943391821', '4029.435310156449')","(11, 21, '0.01344010710748918', '4029.2427455374514')","(11, 0, '0.014089241460770405', '4223.848328879871')","(11, 22, '0.013290154784900553', '3984.288170165798')"
12,"(12, 13, '0.013440749433918209', '4029.4353101564484')","(12, 11, '0.013440107107489172', '4029.242745537449')","(12, 1, '0.011435707161038996', '3428.3387587760826')","(12, 23, '0.010435362193565067', '3128.442882129143')"
13,"(13, 14, '0.013440749433918214', '4029.4353101564498')","(13, 12, '0.013440107107489175', '4029.24274553745')","(13, 2, '0.007781981059142831', '6666')","(13, 24, '0.006219360789933312', '6666')"
14,"(14, 15, '0.013440749433918207', '4029.435310156448')","(14, 13, '0.013440107107489186', '4029.242745537453')","(14, 3, '0.008363744113994164', '6666')","(14, 25, '0.006933492620268293', '6666')"
15,"(15, 16, '0.013440749433918195', '4029.4353101564443')","(15, 14, '0.013440107107489175', '4029.24274553745')","(15, 4, '0.012164417270816262', '3646.8005537556587')","(15, 26, '0.011229172868555173', '3366.4213355710663')"
16,"(16, 17, '0.013440749433918217', '4029.435310156451')","(16, 15, '0.013440107107489163', '4029.2427455374464')","(16, 5, '0.014261900377242922', '4275.610169844783')","(16, 27, '0.013473057091143338', '4039.120902128191')"
17,"(17, 18, '0.0134407494339182', '4029.435310156446')","(17, 16, '0.01344010710748919', '4029.242745537454')","(17, 6, '0.013093227840763916', '3925.250957536647')","(17, 28, '0.012229230322646648', '3666.231017874372')"
18,"(18, 19, '0.013440749433918202', '4029.4353101564466')","(18, 17, '0.013440107107489175', '4029.24274553745')","(18, 7, '0.009457454326494337', '6666')","(18, 29, '0.008219777266576814', '6666')"
19,"(19, 20, '0.013440749433918223', '4029.4353101564525')","(19, 18, '0.01344010710748917', '4029.2427455374486')","(19, 8, '0.007300215653734085', '6666')","(19, 30, '0.005604845670832355', '6666')"
20,"(20, 21, '0.013440749433918198', '4029.435310156445')","(20, 19, '0.013440107107489186', '4029.242745537453')","(20, 9, '0.010259021430021503', '3075.5772511808213')","(20, 31, '0.009130645244416138', '2737.298580949525')"
21,"(21, 11, '0.013440749433918214', '4029.43531015645')","(21, 20, '0.01344010710748917', '4029.2427455374486')","(21, 10, '0.013585418164920265', '4072.8059046192957')","(21, 32, '0.012754802040288735', '3823.7934549615748')"
22,"(22, 23, '0.013440749433918204', '4029.435310156447')","(22, 32, '0.01344010710748919', '4029.242745537454')","(22, 11, '0.013290420393373666', '3984.367797582818')","(22, 33, '0.014089586736346985', '4223.951839893661')"
23,"(23, 24, '0.013440749433918205', '4029.4353101564475')","(23, 22, '0.013440107107489177', '4029.2427455374504')","(23, 12, '0.010435627801809753', '3128.522509477683')","(23, 34, '0.011436052435336595', '3428.4422694064438')"
24,"(24, 25, '0.013440749433918212', '4029.4353101564493')","(24, 23, '0.013440107107489182', '4029.242745537452')","(24, 13, '0.006219626373707609', '6666')","(24, 35, '0.007782326310452941', '6666')"
25,"(25, 26, '0.013440749433918204', '4029.435310156447')","(25, 24, '0.01344010710748918', '4029.2427455374514')","(25, 14, '0.0069337582081319266', '6666')","(25, 36, '0.008364089367524846', '6666')"
26,"(26, 27, '0.013440749433918197', '4029.4353101564448')","(26, 25, '0.013440107107489174', '4029.2427455374495')","(26, 15, '0.011229438474973362', '3366.5009623720357')","(26, 37, '0.01216476254313747', '3646.904063793513')"
27,"(27, 28, '0.013440749433918217', '4029.435310156451')","(27, 26, '0.013440107107489168', '4029.2427455374477')","(27, 16, '0.013473322699147408', '4039.200529404596')","(27, 38, '0.01426224565226613', '4275.7136806926765')"
