Node,back_link,front_link,left_link,right_link
36,"(36, 37, '0.013440749433918209', '4029.4353101564484')","(36, 35, '0.013440107107489179', '4029.242745537451')","(36, 25, '0.008155335345981205', '6666')","(36, 47, '0.0066806136624154204', '6666')"
37,"(37, 38, '0.013440749433918197', '4029.4353101564448')","(37, 36, '0.013440107107489175', '4029.24274553745')","(37, 26, '0.01193354851009308', '3577.587840503042')","(37, 48, '0.01097865382878911', '3291.3176168637983')"
38,"(38, 39, '0.013440749433918216', '4029.4353101564507')","(38, 37, '0.013440107107489167', '4029.2427455374473')","(38, 27, '0.014220488122914366', '4263.195088328303')","(38, 49, '0.013429212194223836', '4025.976532709937')"
39,"(39, 40, '0.013440749433918198', '4029.435310156445')","(39, 38, '0.013440107107489187', '4029.2427455374536')","(39, 28, '0.013267105001793532', '3977.3780190317775')","(39, 50, '0.012415214091779973', '3721.987549170956')"
40,"(40, 41, '0.0134407494339182', '4029.435310156446')","(40, 39, '0.01344010710748917', '4029.2427455374486')","(40, 29, '0.009717562436580836', '6666')","(40, 51, '0.008517765390525418', '6666')"
41,"(41, 42, '0.013440749433918224', '4029.435310156453')","(41, 40, '0.013440107107489172', '4029.242745537449')","(41, 30, '0.007270046274447649', '6666')","(41, 52, '0.0055654945247132735', '6666')"
42,"(42, 43, '0.013440749433918202', '4029.4353101564466')","(42, 41, '0.013440107107489186', '4029.242745537453')","(42, 31, '0.009994732288339865', '2996.345359773373')","(42, 53, '0.008832656629561435', '2647.963841646218')"
43,"(43, 33, '0.013440749433918214', '4029.4353101564498')","(43, 42, '0.013440107107489168', '4029.2427455374477')","(43, 32, '0.01343710836107467', '4028.343743978927')","(43, 54, '0.012596716086653754', '3776.40047834607')"
44,"(44, 45, '0.0134407494339182', '4029.435310156446')","(44, 54, '0.013440107107489193', '4029.242745537455')","(44, 33, '0.013366318080488493', '4007.1213517594874')","(44, 55, '0.01416120221969846', '4245.421621678458')"
45,"(45, 46, '0.013440749433918205', '4029.4353101564475')","(45, 44, '0.013440107107489177', '4029.2427455374504')","(45, 34, '0.01070472016789998', '3209.194371336908')","(45, 56, '0.011682123832961763', '3502.2126185439884')"
46,"(46, 47, '0.013440749433918214', '4029.4353101564498')","(46, 45, '0.013440107107489182', '4029.242745537452')","(46, 35, '0.006433271178378853', '6666')","(46, 57, '0.007954107410671178', '6666')"
47,"(47, 48, '0.013440749433918209', '4029.4353101564484')","(47, 46, '0.01344010710748918', '4029.2427455374514')","(47, 36, '0.006680879258585584', '6666')","(47, 58, '0.008155680608358152', '6666')"
48,"(48, 49, '0.0134407494339182', '4029.435310156446')","(48, 47, '0.013440107107489172', '4029.242745537449')","(48, 37, '0.010978919432090162', '3291.397242730274')","(48, 59, '0.011933893779271322', '3577.691349598659')"
49,"(49, 50, '0.013440749433918217', '4029.435310156451')","(49, 48, '0.013440107107489165', '4029.242745537447')","(49, 38, '0.013429477797935742', '4026.056158699583')","(49, 60, '0.014220833392964595', '4263.298597685336')"
50,"(50, 51, '0.013440749433918198', '4029.435310156445')","(50, 49, '0.013440107107489187', '4029.2427455374536')","(50, 39, '0.012415479696660849', '3722.06717551105')","(50, 61, '0.013267450273104216', '3977.4815287666843')"
51,"(51, 52, '0.01344074943391821', '4029.435310156449')","(51, 50, '0.013440107107489174', '4029.2427455374495')","(51, 40, '0.008518030994539195', '2553.64144917309')","(51, 62, '0.009717907706337498', '2913.3554379000607')"
52,"(52, 53, '0.013440749433918228', '4029.435310156454')","(52, 51, '0.013440107107489182', '4029.2427455374523')","(52, 41, '0.005565760112569692', '6666')","(52, 63, '0.007270391532328857', '6666')"
53,"(53, 54, '0.013440749433918183', '4029.4353101564407')","(53, 52, '0.013440107107489193', '4029.242745537455')","(53, 42, '0.008832922231432476', '6666')","(53, 64, '0.009995077555665519', '6666')"
54,"(54, 44, '0.013440749433918221', '4029.435310156452')","(54, 53, '0.013440107107489146', '4029.2427455374414')","(54, 43, '0.012596981690239251', '3776.4801042978197')","(54, 65, '0.01343745363081517', '4028.447253243104')"
55,"(55, 56, '0.013440749433918207', '4029.435310156448')","(55, 65, '0.013440107107489184', '4029.2427455374527')","(55, 44, '0.01416085694909927', '4245.318112156851')","(55, 0, '0.02095411718401322', '6281.886295815361')"
56,"(56, 57, '0.013440749433918209', '4029.4353101564484')","(56, 55, '0.013440107107489182', '4029.242745537452')","(56, 45, '0.011681778561469089', '3502.1091087545224')","(56, 1, '0.020949842209581265', '6280.604690722518')"
57,"(57, 58, '0.013440749433918214', '4029.43531015645')","(57, 56, '0.013440107107489177', '4029.2427455374504')","(57, 46, '0.007953762146850719', '6666')","(57, 2, '0.01303182915528208', '6666')"
58,"(58, 59, '0.013440749433918212', '4029.4353101564493')","(58, 57, '0.013440107107489182', '4029.2427455374523')","(58, 47, '0.008155335345981207', '6666')","(58, 3, '0.01466504472946794', '6666')"
59,"(59, 60, '0.013440749433918195', '4029.4353101564443')","(59, 58, '0.013440107107489179', '4029.242745537451')","(59, 48, '0.011933548510093088', '3577.5878405030444')","(59, 4, '0.020939614549418083', '6277.538515342609')"
60,"(60, 61, '0.013440749433918214', '4029.43531015645')","(60, 59, '0.013440107107489165', '4029.242745537447')","(60, 49, '0.014220488122914363', '4263.1950883283025')","(60, 5, '0.02093533898189488', '6276.256732445483')"
61,"(61, 62, '0.0134407494339182', '4029.435310156446')","(61, 60, '0.013440107107489193', '4029.242745537455')","(61, 50, '0.013267105001793534', '3977.378019031778')","(61, 6, '0.020931063239724945', '6274.974897190585')"
62,"(62, 63, '0.0134407494339182', '4029.435310156446')","(62, 61, '0.013440107107489172', '4029.242745537449')","(62, 51, '0.009717562436580835', '6666')","(62, 7, '0.020926787323003095', '6666')"
63,"(63, 64, '0.013440749433918221', '4029.435310156452')","(63, 62, '0.013440107107489172', '4029.242745537449')","(63, 52, '0.007270046274447647', '6666')","(63, 8, '0.004985297475740595', '6666')"
64,"(64, 65, '0.013440749433918198', '4029.4353101564457')","(64, 63, '0.013440107107489193', '4029.242745537455')","(64, 53, '0.009994732288339872', '2996.345359773375')","(64, 9, '0.02096266660770469', '6284.449348558311')"
65,"(65, 55, '0.013440749433918214', '4029.4353101564498')","(65, 64, '0.01344010710748917', '4029.2427455374486')","(65, 54, '0.013437108361074672', '4028.3437439789273')","(65, 10, '0.020958391983417014', '6283.167848436082')"
