Node,back_link,front_link,left_link,right_link
0,"(0, 1, '0.013440749433918205', '4029.4353101564475')","(0, 10, '0.01344010710748919', '4029.242745537454')","(0, 55, '0.020786732629925548', '6231.705668914184')","(0, 11, '0.014153964409993851', '4243.2517809165765')"
1,"(1, 2, '0.013440749433918204', '4029.435310156447')","(1, 0, '0.013440107107489174', '4029.2427455374495')","(1, 56, '0.020782450874502836', '6230.422030931454')","(1, 12, '0.011655107484582069', '3494.1133210570556')"
2,"(2, 3, '0.01344074943391821', '4029.435310156449')","(2, 1, '0.01344010710748917', '4029.2427455374486')","(2, 57, '0.012860355216773393', '6666')","(2, 13, '0.007934036235984482', '6666')"
3,"(3, 4, '0.013440749433918202', '4029.4353101564466')","(3, 2, '0.01344010710748918', '4029.2427455374514')","(3, 58, '0.014837680532126214', '6666')","(3, 14, '0.00817806046756868', '6666')"
4,"(4, 5, '0.013440749433918195', '4029.4353101564443')","(4, 3, '0.013440107107489174', '4029.2427455374495')","(4, 59, '0.020772207006314283', '6227.350996507781')","(4, 15, '0.011959950616896208', '3585.5029929979305')"
5,"(5, 6, '0.013440749433918214', '4029.4353101564498')","(5, 4, '0.013440107107489158', '4029.242745537445')","(5, 60, '0.020767924669529942', '6226.067184237219')","(5, 16, '0.014226166972140526', '4264.897564496426')"
6,"(6, 7, '0.013440749433918197', '4029.4353101564448')","(6, 5, '0.013440107107489184', '4029.2427455374527')","(6, 61, '0.020763642161560285', '6224.78332064659')","(6, 17, '0.013248724491072205', '3971.8676805433356')"
7,"(7, 8, '0.013440749433918209', '4029.4353101564484')","(7, 6, '0.01344010710748917', '4029.2427455374486')","(7, 62, '0.020759359482500555', '6223.499405764449')","(7, 18, '0.009688831994906916', '2904.638758902188')"
8,"(8, 9, '0.01344074943391822', '4029.4353101564516')","(8, 7, '0.013440107107489179', '4029.242745537451')","(8, 63, '0.005023937871434435', '6666')","(8, 19, '0.007272298120623042', '6666')"
9,"(9, 10, '0.01344074943391818', '4029.4353101564393')","(9, 8, '0.01344010710748919', '4029.242745537454')","(9, 64, '0.020795295625961295', '6666')","(9, 20, '0.01002441427870144', '6666')"
10,"(10, 0, '0.01344074943391822', '4029.4353101564516')","(10, 9, '0.013440107107489146', '4029.2427455374414')","(10, 65, '0.0207910142137748', '6232.989255460485')","(10, 21, '0.013454567210812455', '4033.57777545567')"
