Node,back_link,front_link,left_link,right_link
0,"(0, 1, '0.013440749433918207', '4029.435310156448')","(0, 10, '0.013440107107489193', '4029.242745537455')","(0, 55, '0.020535074287755452', '6156.260395938806')","(0, 11, '0.014142769456245464', '4239.895618215151')"
1,"(1, 2, '0.013440749433918205', '4029.4353101564475')","(1, 0, '0.013440107107489175', '4029.24274553745')","(1, 56, '0.020530782617124956', '6154.973785451564')","(1, 12, '0.011614425271158139', '3481.9171002978146')"
2,"(2, 3, '0.013440749433918212', '4029.4353101564493')","(2, 1, '0.01344010710748917', '4029.2427455374486')","(2, 57, '0.012603429161962639', '6666')","(2, 13, '0.007904378033864751', '6666')"
3,"(3, 4, '0.013440749433918205', '4029.4353101564475')","(3, 2, '0.01344010710748918', '4029.2427455374514')","(3, 58, '0.015096568800214625', '6666')","(3, 14, '0.008212007417840696', '6666')"
4,"(4, 5, '0.013440749433918197', '4029.4353101564448')","(4, 3, '0.013440107107489172', '4029.242745537449')","(4, 59, '0.02052051505041668', '6151.8956463904115')","(4, 15, '0.011998850814631984', '3597.164978893825')"
5,"(5, 6, '0.013440749433918214', '4029.4353101564498')","(5, 4, '0.013440107107489168', '4029.242745537448')","(5, 60, '0.020516222816377373', '6150.608866997455')","(5, 16, '0.014233824729198537', '4267.193302307614')"
6,"(6, 7, '0.0134407494339182', '4029.435310156446')","(6, 5, '0.013440107107489187', '4029.2427455374536')","(6, 61, '0.020511930416449824', '6149.322037872456')","(6, 17, '0.013220354630018817', '3963.362610165022')"
7,"(7, 8, '0.013440749433918209', '4029.4353101564484')","(7, 6, '0.01344010710748917', '4029.2427455374486')","(7, 62, '0.020507637850731588', '6148.03515904466')","(7, 18, '0.009645290576402326', '2891.58537002389')"
8,"(8, 9, '0.013440749433918221', '4029.435310156452')","(8, 7, '0.013440107107489179', '4029.242745537451')","(8, 63, '0.005094823486773358', '6666')","(8, 19, '0.007275838148988578', '6666')"
9,"(9, 10, '0.013440749433918178', '4029.435310156439')","(9, 8, '0.013440107107489193', '4029.242745537455')","(9, 64, '0.02054365713006659', '6666')","(9, 20, '0.010068441425603408', '6666')"
10,"(10, 0, '0.013440749433918223', '4029.4353101564525')","(10, 9, '0.013440107107489146', '4029.2427455374414')","(10, 65, '0.020539365792099834', '6157.546956574726')","(10, 21, '0.013479942399887852', '4041.185065760798')"
11,"(11, 12, '0.013440749433918205', '4029.4353101564475')","(11, 21, '0.013440107107489182', '4029.2427455374523')","(11, 0, '0.014142424184263178', '4239.7921082789035')","(11, 22, '0.013346522062765744', '4001.1866549477727')"
12,"(12, 13, '0.013440749433918207', '4029.435310156448')","(12, 11, '0.013440107107489175', '4029.24274553745')","(12, 1, '0.011614079998858134', '3481.813590266317')","(12, 23, '0.010630533770430018', '3186.9538488892226')"
13,"(13, 14, '0.013440749433918207', '4029.435310156448')","(13, 12, '0.013440107107489177', '4029.2427455374504')","(13, 2, '0.007904032773326889', '6666')","(13, 24, '0.006371417429543398', '6666')"
14,"(14, 15, '0.013440749433918204', '4029.435310156447')","(14, 13, '0.013440107107489179', '4029.242745537451')","(14, 3, '0.008211662158103488', '6666')","(14, 25, '0.006749259181849136', '6666')"
